#model	root	verb	class	bab	note	note1	note2	note3
3	رغرغ	رَغْرَغَ	x					
3	طرب	طَرَّبَ	y					
3	نعش	نَعَّشَ	y					
3	ركز	رَكَّزَ	x					
3	سمر	سَمَّرَ	x					
3	ركب	رَكَّبَ	y					
3	جبر	جَبَّرَ	x					
3	هرش	هَرَّشَ	v					
3	لوز	لَوَّزَ	x					
3	رعرع	رَعْرَعَ	y					
3	نمش	نَمَّشَ	x					
3	حبب	حَبَّبَ	yw					
3	رقق	رَقَّقَ	x					
3	قلد	قَلَّدَ	yz					
3	رفه	رَفَّهَ	y					
3	رمد	رَمَّدَ	y					
3	ردد	رَدَّدَ	x					
3	فكه	فَكَّهَ	y					
3	جسم	جَسَّمَ	x					
3	رعب	رَعْبَلَ	x					
3	رهط	رَهَّطَ	x					
3	رهل	رَهَّلَ	y					
3	بخر	بَخَّرَ	x					
3	درس	دَرَّسَ	yz					
3	طلس	طَلَّسَ	x					
3	عسعس	عَسْعَسَ	x					
3	جدد	جَدَّدَ	x					
3	نجح	نَجَّحَ	y					
3	مضر	مَضَّرَ	y					
3	كمكم	كَمْكَمَ	x					
3	سمت	سَمَّتَ	y					
3	جصص	جَصَّصَ	x					
3	طلع	طَلَّعَ	x					
3	جسر	جَسَّرَ	y					
3	رمرم	رَمْرَمَ	v					
3	مثل	مَثَّلَ	y					
3	شطط	شَطَّطَ	v					
3	تلفز	تَلْفَزَ	x					
3	فعل	فَعَّلَ	x					
3	ندف	نَدَّفَ	x					
3	حقق	حَقَّقَ	x					
3	حلحل	حَلْحَلَ	x					
3	جدف	جَدَّفَ	v					
3	خرق	خَرَّقَ	x					
3	شوش	شَوَّشَ	x					
3	صعتر	صَعْتَرَ	y					
3	شمم	شَمَّمَ	y					
3	فيح	فَيَّحَ	x					
3	حسر	حَسَّرَ	y					
3	صبن	صَبَّنَ	x					
3	شجع	شَجَّعَ	y					
3	حلم	حَلَّمَ	y					
3	حمحم	حَمْحَمَ	v					
3	حمد	حَمَّدَ	y					
3	طوق	طَوَّقَ	y					
3	وضع	مَوْضَعَ	y					
3	لثم	لَثَّمَ	y					
3	نحنح	نَحْنَحَ	v					
3	عوص	عَوَّصَ	v					
3	صمصم	صَمْصَمَ	v					
3	وكل	وَكَّلَ	y					
3	لون	لَوَّنَ	y					
3	حمل	حَمَّلَ	yz					
3	زين	زَيَّنَ	y					
3	حملق	حَمْلَقَ	v					
3	حنبل	حَنْبَلَ	v					
3	حنجر	حَنْجَرَ	x					
3	حوض	حَوَّضَ	x					
3	ليف	لَيَّفَ	x					
3	صفح	صَفَّحَ	x					
3	ورك	وَرَّكَ	x					
3	حفض	حَفَّضَ	x					
3	ضرج	ضَرَّجَ	y					
3	نفل	نَفَّلَ	y					
3	بيت	بَيَّتَ	y					
3	ودع	وَدَّعَ	y					
3	حفحف	حَفْحَفَ	v					
3	كذب	كَذَّبَ	y					
3	رفد	رَفَّدَ	yz					
3	حبك	حَبَّكَ	x					
3	خزن	خَزَّنَ	x					
3	ورب	وَرَّبَ	v					
3	حوط	حَوَّطَ	y					
3	زول	زَوَّلَ	y					
3	حسحس	حَسْحَسَ	x					
3	قنع	قَنَّعَ	y					
3	خجل	خَجَّلَ	y					
3	صبح	صَبَّحَ	y					
3	ظلف	ظَلَّفَ	y					
3	حصحص	حَصْحَصَ	x					
3	حيض	حَيَّضَ	x					
3	قعر	قَعَّرَ	x					
3	فقر	فَقَّرَ	y					
3	زرف	زَرَّفَ	y					
3	هبل	هَبَّلَ	y					
3	ختم	خَتَّمَ	y					
3	جندل	جَنْدَلَ	y					
3	روب	رَوَّبَ	x					
3	خرخر	خَرْخَرَ	v					
3	فسق	فَسَّقَ	y					
3	خذل	خَذَّلَ	y					
3	عجم	مَعْجَمَ	x					
3	حجب	حَجَّبَ	x					
3	صرح	صَرَّحَ	x					
3	همهم	هَمْهَمَ	v					
3	بلد	بَلَّدَ	y					
3	خرز	خَرَّزَ	x					
3	قوض	قَوَّضَ	x					
3	روق	رَوَّقَ	x					
3	وحم	وَحَّمَ	y					
3	خسر	خَسَّرَ	y					
3	سبحل	سَبْحَلَ	v					
3	غفق	غَفَّقَ	v					
3	خشب	خَشَّبَ	v					
3	خشف	خَشَّفَ	v					
3	قشف	قَشَّفَ	x					
3	حظر	حَظَّرَ	x					
3	قلص	قَلَّصَ	x					
3	خذرف	خَذْرَفَ	y					
3	زعنف	زَعْنَفَ	y					
3	فصل	مَفْصَلَ	x					
3	وعق	وَعَّقَ	y					
3	مقمق	مَقْمَقَ	y					
3	سوط	سَوَّطَ	x					
3	لدد	لَدَّدَ	y					
3	جبس	جَبَّسَ	x					
3	ختر	خَتَّرَ	y					
3	رشح	رَشَّحَ	y					
3	هتف	هَتَّفَ	y					
3	عوذ	عَوَّذَ	y					
3	دنن	دَنَّنَ	v					
3	رقم	رَقَّمَ	x					
3	وشوش	وَشْوَشَ	y					
3	جلل	جَلَّلَ	y					
3	ذود	ذَوَّدَ	x					
3	جيش	جَيَّشَ	y					
3	رسم	رَسَّمَ	y					
3	وغر	وَغَّرَ	y					
3	وطد	وَطَّدَ	y					
3	شرح	شَرَّحَ	y					
3	حذق	حَذَّقَ	y					
3	رسخ	رَسَّخَ	x					
3	رصف	رَصَّفَ	x					
3	غلف	غَلَّفَ	x					
3	نحل	نَحَّلَ	yz					
3	صلع	صَلَّعَ	v					
3	رزز	رَزَّزَ	x					
3	صمت	صَمَّتَ	y					
3	وهم	وَهَّمَ	y					
3	نمق	نَمَّقَ	x					
3	سخن	سَخَّنَ	x					
3	خرم	خَرَّمَ	x					
3	وهن	وَهَّنَ	y					
3	وقد	وَقَّدَ	x					
3	تيه	تَيَّهَ	y					
3	روع	رَوَّعَ	y					
3	حرد	حَرَّدَ	x					
3	ولول	وَلْوَلَ	v					
3	دنر	دَنَّرَ	x					
3	رجن	رَجَّنَ	x					
3	ردع	رَدَّعَ	x					
3	شكل	شَكَّلَ	x					
3	حصص	حَصَّصَ	x					
3	ردح	رَدَّحَ	x					
3	وضع	وَضَّعَ	y					
3	نصب	نَصَّبَ	y					
3	شتت	شَتَّتَ	x					
3	جنس	جَنَّسَ	y					
3	حور	حَوَّرَ	y					
3	رخص	رَخَّصَ	x					
3	وله	وَلَّهَ	y					
3	ولع	وَلَّعَ	y					
3	زمهر	زَمْهَرَ	v					
3	ربض	رَبَّضَ	x					
3	ربع	رَبَّعَ	x					
3	دمس	دَمَّسَ	x					
3	كفل	كَفَّلَ	yz					
3	طبق	طَبَّقَ	x					
3	كتف	كَتَّفَ	y					
3	سلح	سَلَّحَ	y					
3	ربث	رَبَّثَ	y					
3	ذهب	ذَهَّبَ	x					
3	شقق	شَقَّقَ	x					
3	ثمن	ثَمَّنَ	x					
3	لبد	لَبَّدَ	x					
3	حلل	حَلَّلَ	y					
3	لوط	لَوَّطَ	y					
3	يقظ	يَقَّظَ	y					
3	نفذ	نَفَّذَ	x					
3	زقق	زَقَّقَ	y					
3	يبب	يَبَّبَ	x					
3	ملص	تَمَلَّصَ	v					
3	يسر	يَسَّرَ	y					
3	منع	مَنَّعَ	y					
3	لفز	تَلْفَزَ	x					
3	فلق	فَلَّقَ	x					
3	شخر	شَخَّرَ	v					
3	يمن	يَمَّنَ	v					
3	ذقن	ذَقَّنَ	v					
3	ذمم	ذَمَّمَ	y					
3	هتك	هَتَّكَ	x					
3	نشف	نَشَّفَ	x					
3	ذوب	ذَوَّبَ	x					
3	خوف	خَوَّفَ	yw					
3	حذلق	حَذْلَقَ	v					
3	ولد	وَلَّدَ	y					
3	حصل	حَصَّلَ	x					
3	جدع	جَدَّعَ	y					
3	بيض	بَيَّضَ	x					
3	جدر	جَدَّرَ	x					
3	جوق	جَوَّقَ	y					
3	مخخ	مَخَّخَ	x					
3	رجرج	رَجْرَجَ	x					
3	زبر	زَبَّرَ	x					
3	وسد	وَسَّدَ	y					
3	سبب	سَبَّبَ	y					
3	جلب	جَلَّبَ	v					
3	هزبر	هَزْبَرَ	x					
3	ربز	رَبَّزَ	x					
3	سكت	سَكَّتَ	y					
3	حرش	حَرَّشَ	v					
3	دوزن	دَوْزَنَ	x					
3	جول	جَوَّلَ	v					
3	شيت	شَيَّتَ	x					
3	ريش	رَيَّشَ	y					
3	ريع	رَيَّعَ	x					
3	منن	مَنَّنَ	v					
3	دثر	دَثَّرَ	y					
3	جرب	جَرَّبَ	y					
3	ضرب	ضَرَّبَ	y					
3	نضد	نَضَّدَ	x					
3	برذن	بَرْذَنَ	v					
3	دملج	دَمْلَجَ	x					
3	قيد	قَيَّدَ	y					
3	قيح	قَيَّحَ	v					
3	بلط	بَلَّطَ	x					
3	زبد	زَبَّدَ	x					
3	صرم	صَرَّمَ	x					
3	ثبط	ثَبَّطَ	y					
3	ريم	رَيَّمَ	v					
3	هيمن	هَيْمَنَ	v					
3	زجج	زَجَّجَ	x					
3	رود	رَوَّدَ	y					
3	دوخ	دَوَّخَ	y					
3	مرق	مَرَّقَ	x					
3	دسم	دَسَّمَ	x					
3	لبك	لَبَّكَ	x					
3	زبل	زَبَّلَ	x					
3	توه	تَوَّهَ	y					
3	زخرف	زَخْرَفَ	x					
3	عتق	عَتَّقَ	y					
3	عول	عَوَّلَ	v					
3	زرزر	زَرْزَرَ	v					
3	ضلل	ضَلَّلَ	y					
3	ثور	ثَوَّرَ	y					
3	وثف	وَثَّفَ	x					
3	صنم	صَنَّمَ	x					
3	فخفخ	فَخْفَخَ	v					
3	رضف	رَضَّفَ	y					
3	رفل	رَفَّلَ	y					
3	زرفن	زَرْفَنَ	x					
3	سحر	سَحَّرَ	y					
3	كلب	كَلَّبَ	x					
3	هجج	هَجَّجَ	x					
3	غيم	غَيَّمَ	v					
3	قطع	قَطَّعَ	x					
3	ويل	وَيَّلَ	y					
3	خيم	خَيَّمَ	v					
3	زحلف	زَحْلَفَ	x					
3	عسر	عَسَّرَ	y					
3	فتن	فَتَّنَ	y					
3	وزف	وَزَّفَ	v					
3	زحزح	زَحْزَحَ	y					
3	وقوق	وَقْوَقَ	v					
3	هرهر	هَرْهَرَ	x					
3	حرر	حَرَّرَ	y					
3	حمض	حَمَّضَ	x					
3	دمن	دَمَّنَ	x					
3	مطط	مَطَّطَ	y					
3	وقر	وَقَّرَ	y					
3	ذبح	ذَبَّحَ	y					
3	ذبذب	ذَبْذَبَ	y					
3	حثث	حَثَّثَ	y					
3	صرع	صَرَّعَ	y					
3	ذرح	ذَرَّحَ	x					
3	نقنق	نَقْنَقَ	v					
3	قرص	قَرَّصَ	x					
3	نقر	نَقَّرَ	y					
3	وصوص	وَصْوَصَ	v					
3	وكد	وَكَّدَ	x					
3	وفق	وَفَّقَ	y					
3	دور	دَوَّرَ	y					
3	دهن	دَهَّنَ	x					
3	دله	دَلَّهَ	y					
3	بلل	بَلَّلَ	y					
3	شرب	شَرَّبَ	yz					
3	جدول	جَدْوَلَ	x					
3	حضض	حَضَّضَ	y					
3	دلل	دَلَّلَ	y					
3	وتد	وَتَّدَ	x					
3	دلك	دَلَّكَ	y					
3	هرم	هَرَّمَ	y					
3	فتت	فَتَّتَ	x					
3	قمقم	قَمْقَمَ	x					
3	شغل	شَغَّلَ	y					
3	نقم	نَقَّمَ	x					
3	فكر	فَكَّرَ	yw					
3	عنت	عَنَّتَ	y					
3	شرف	شَرَّفَ	y					
3	لعق	لَعَّقَ	y					
3	زبب	زَبَّبَ	x					
3	كسب	كَسَّبَ	yz					
3	رهب	رَهَّبَ	y					
3	نزع	نَزَّعَ	y					
3	عمه	عَمَّهَ	v					
3	عطب	عَطَّبَ	x					
3	ذكر	ذَكَّرَ	y					
3	ذرع	ذَرَّعَ	y					
3	قهقر	قَهْقَرَ	v					
3	سلط	سَلَّطَ	y					
3	دين	دَيَّنَ	yz					
3	شيطن	شَيْطَنَ	v					
3	حرج	حَرَّجَ	x					
3	دوس	دَوَّسَ	x					
3	وهوه	وَهْوَهَ	v					
3	سفع	سَفَّعَ	x					
3	عتد	عَتَّدَ	x					
3	ربق	رَبَّقَ	x					
3	وكب	وَكَّبَ	v					
3	رجل	رَجَّلَ	y					
3	زنم	زَنَّمَ	x					
3	زهد	زَهَّدَ	y					
3	دقق	دَقَّقَ	x					
3	زود	زَوَّدَ	y					
3	زلل	زَلَّلَ	x					
3	كمش	كَمَّشَ	y					
3	زحلق	زَحْلَقَ	y					
3	خنث	خَنَّثَ	y					
3	زوج	زَوَّجَ	yz					
3	طلب	طَلَّبَ	x					
3	هذب	هَذَّبَ	y					
3	هزز	هَزَّزَ	x					
3	عين	عَيَّنَ	y					
3	سلف	سَلَّفَ	yz					
3	جمع	جَمَّعَ	y					
3	سلخ	سَلَّخَ	x					
3	شور	شَوَّرَ	y					
3	سلس	سَلَّسَ	x					
3	طيح	طَيَّحَ	y					
3	سفط	سَفَّطَ	x					
3	رصد	رَصَّدَ	x					
3	بوق	بَوَّقَ	x					
3	عزف	عَزَّفَ	v					
3	سبط	سَبَّطَ	v					
3	رغب	رَغَّبَ	y					
3	تكت	تَكْتَكَ	x					
3	رمل	رَمَّلَ	y					
3	ترف	تَرَّفَ	y					
3	سجع	سَجَّعَ	v					
3	سردق	سَرْدَقَ	x					
3	زيغ	زَيَّغَ	y					
3	كوم	كَوَّمَ	x					
3	سبخ	سَبَّخَ	x					
3	تعتع	تَعْتَعَ	x					
3	طلم	طَلَّمَ	x					
3	فرتك	فَرْتَكَ	x					
3	خفخف	خَفْخَفَ	x					
3	دوح	دَوَّحَ	x					
3	تلمذ	تَلْمَذَ	y					
3	زمم	زَمَّمَ	x					
3	تمتم	تَمْتَمَ	x					
3	هدن	هَدَّنَ	y					
3	زيد	زَيَّدَ	x					
3	زلق	زَلَّقَ	y					
3	زمر	زَمَّرَ	x					
3	سبل	سَبَّلَ	x					
3	رقع	رَقَّعَ	x					
3	سبسب	سَبْسَبَ	x					
3	برز	بَرَّزَ	x					
3	زيت	زَيَّتَ	x					
3	سبك	سَبَّكَ	x					
3	دبح	دَبَّحَ	x					
3	طبع	طَبَّعَ	y					
3	نتن	نَتَّنَ	x					
3	ترح	تَرَّحَ	y					
3	جعب	جَعَّبَ	y					
3	علم	عَلَّمَ	y					
3	جنب	جَنَّبَ	yz					
3	كلس	كَلَّسَ	x					
3	طحلب	طَحْلَبَ	y					
3	طحن	طَحَّنَ	x					
3	غرد	غَرَّدَ	v					
3	طبطب	طَبْطَبَ	x					
3	طرح	طَرَّحَ	x					
3	ضجع	ضَجَّعَ	v					
3	مزق	مَزَّقَ	y					
3	ضفدع	ضَفْدَعَ	v					
3	لبن	لَبَّنَ	x					
3	ضحك	ضَحَّكَ	y					
3	ضرم	ضَرَّمَ	x					
3	شعذ	شَعْوَذَ	v					
3	مصر	مَصَّرَ	y					
3	طرر	طَرَّرَ	v					
3	طرس	طَرَّسَ	x					
3	سفر	سَفَّرَ	x					
3	زند	زَنَّدَ	y					
3	نقس	نَقَّسَ	y					
3	طرق	طَرَّقَ	x					
3	وكف	وَكَّفَ	x					
3	غمس	غَمَّسَ	y					
3	جهز	جَهَّزَ	y					
3	سكع	سَكَّعَ	y					
3	سدد	سَدَّدَ	y					
3	سربل	سَرْبَلَ	x					
3	سرق	سَرَّقَ	y					
3	سكن	سَكَّنَ	yz					
3	رفرف	رَفْرَفَ	v					
3	سلسل	سَلْسَلَ	x					
3	قمص	قَمَّصَ	y					
3	جمد	جَمَّدَ	y					
3	صدق	صَدَّقَ	yw					
3	حصرم	حَصْرَمَ	x					
3	زلج	زَلَّجَ	y					
3	نفر	نَفَّرَ	yz					
3	سطر	سَطَّرَ	x					
3	طفطف	طَفْطَفَ	v					
3	بكر	بَكَّرَ	v					
3	سرد	سَرَّدَ	x					
3	وعوع	وَعْوَعَ	v					
3	عنعن	عَنْعَنَ	v					
3	سدس	سَدَّسَ	x					
3	قوس	قَوَّسَ	x					
3	فجع	فَجَّعَ	y					
3	بول	بَوَّلَ	y					
3	طير	طَيَّرَ	x					
3	ضمن	ضَمَّنَ	yz					
3	سيع	سَيَّعَ	x					
3	حصل	حَوْصَلَ	x					
3	بيطر	بَيْطَرَ	x					
3	طير	تَطَيَّرَ	v					
3	روض	رَوَّضَ	x					
3	سيل	سَيَّلَ	x					
3	دجدج	دَجْدَجَ	v					
3	عير	عَيَّرَ	y					
3	وظف	وَظَّفَ	y					
3	سحم	سَحَّمَ	x					
3	كفكف	كَفْكَفَ	y					
3	رقد	رَقَّدَ	y					
3	وحد	وَحَّدَ	y					
3	جوف	جَوَّفَ	x					
3	حدب	حَدَّبَ	y					
3	سمسر	سَمْسَرَ	x					
3	عفر	عَفَّرَ	y					
3	دبدب	دَبْدَبَ	v					
3	حدث	حَدَّثَ	y					
3	بلور	بَلْوَرَ	x					
3	مرر	مَرَّرَ	y					
3	طول	طَوَّلَ	x					
3	وطوط	وَطْوَطَ	v					
3	ورور	وَرْوَرَ	x					
3	هيب	هَيَّبَ	x					
3	خصص	خَصَّصَ	y					
3	سير	سَيَّرَ	y					
3	سيح	سَيَّحَ	x					
3	صوبن	صَوْبَنَ	x					
3	سيج	سَيَّجَ	x					
3	قصد	قَصَّدَ	x					
3	لوم	لَوَّمَ	y					
3	رغم	رَغَّمَ	y					
3	رخم	رَخَّمَ	x					
3	عقم	عَقَّمَ	y					
3	عسف	عَسَّفَ	y					
3	جدل	جَدَّلَ	y					
3	شمع	شَمَّعَ	y					
3	شيب	شَيَّبَ	y					
3	حنط	حَنَّطَ	y					
3	حشحش	حَشْحَشَ	x					
3	فصص	فَصَّصَ	x					
3	لفن	تَلْفَنَ	v					
3	ذرذر	ذَرْذَرَ	x					
3	مرن	مَرَّنَ	y					
3	جنح	جَنَّحَ	y					
3	قذر	قَذَّرَ	x					
3	هيم	هَيَّمَ	y					
3	صور	صَوَّرَ	y					
3	وفر	وَفَّرَ	x					
3	شلشل	شَلْشَلَ	x					
3	كفن	كَفَّنَ	y					
3	خضع	خَضَّعَ	y					
3	فصد	فَصَّدَ	x					
3	هزهز	هَزْهَزَ	y					
3	جير	جَيَّرَ	x					
3	لبس	لَبَّسَ	yz					
3	سلم	سَلَّمَ	yz					
3	حنف	حَنَّفَ	y					
3	شبب	شَبَّبَ	x					
3	شبر	شَبَّرَ	x					
3	قفص	قَفَّصَ	x					
3	سجن	سَجَّنَ	x					
3	شعث	شَعَّثَ	x					
3	جمل	جَمَّلَ	y					
3	فوط	فَوَّطَ	y					
3	قتل	قَتَّلَ	y					
3	شعل	شَعَّلَ	x					
3	حرم	حَرَّمَ	x					
3	شرشر	شَرْشَرَ	x					
3	خبر	خَبَّرَ	y					
3	شخص	شَخَّصَ	x					
3	خرج	خَرَّجَ	y					
3	سبح	سَبَّحَ	y					
3	شدد	شَدَّدَ	x					
3	شذب	شَذَّبَ	x					
3	ندد	نَدَّدَ	x					
3	معك	مَعَّكَ	y					
3	شبع	شَبَّعَ	yz					
3	شبك	شَبَّكَ	x					
3	شعر	شَعَّرَ	x					
3	شذر	شَذَّرَ	x					
3	فرق	فَرَّقَ	y					
3	فرطس	فَرْطَسَ	v					
3	سمن	سَمَّنَ	y					
3	هلهل	هَلْهَلَ	x					
3	زلف	زَلَّفَ	x					
3	خفف	خَفَّفَ	x					
3	كحل	كَحَّلَ	y					
3	سمم	سَمَّمَ	y					
3	سند	سَنَّدَ	y					
3	بهدل	بَهْدَلَ	y					
3	حبر	حَبَّرَ	x					
3	حوق	حَوَّقَ	x					
3	سهد	سَهَّدَ	y					
3	بنج	بَنَّجَ	y					
3	وعز	وَعَّزَ	v					
3	رنق	رَنَّقَ	x					
3	شرق	شَرَّقَ	x					
3	شرك	شَرَّكَ	x					
3	كدس	كَدَّسَ	x					
3	شغب	شَغَّبَ	y					
3	قود	قَوَّدَ	x					
3	رهم	مَرْهَمَ	x					
3	بقع	بَقَّعَ	x					
3	ورث	وَرَّثَ	y					
3	طبل	طَبَّلَ	v					
3	يتم	يَتَّمَ	y					
3	شرع	شَرَّعَ	x					
3	شطر	شَطَّرَ	y					
3	عسقل	عَسْقَلَ	v					
3	خور	خَوَّرَ	y					
3	قسم	قَسَّمَ	y					
3	زحف	زَحَّفَ	x					
3	جرح	جَرَّحَ	y					
3	ترجم	تَرْجَمَ	x					
3	خيط	خَيَّطَ	x					
3	زمزم	زَمْزَمَ	x					
3	خير	خَيَّرَ	y					
3	خلف	خَلَّفَ	y					
3	نكب	نَكَّبَ	yz					
3	لبنن	لَبْنَنَ	y					
3	خمر	خَمَّرَ	x					
3	ذعذع	ذَعْذَعَ	x					
3	خمش	خَمَّشَ	x					
3	شوك	شَوَّكَ	y					
3	خضم	خَضَّمَ	y					
3	فخم	فَخَّمَ	y					
3	خطط	خَطَّطَ	x					
3	خصخص	خَوْصَصَ	x					
3	بزبز	بَزْبَزَ	y					
3	سفد	سَفَّدَ	x					
3	كمت	كَمَّتَ	x					
3	عيط	عَيَّطَ	v					
3	برهن	بَرْهَنَ	x					
3	شفر	شَفَّرَ	v					
3	عشش	عَشَّشَ	v					
3	وفد	وَفَّدَ	y					
3	خضر	خَضَّرَ	x					
3	عدن	عَدَّنَ	x					
3	رهبل	رَهْبَلَ	v					
3	صعب	صَعَّبَ	x					
3	بستر	بَسْتَرَ	v					
3	ثقب	ثَقَّبَ	y					
3	صعلك	صَعْلَكَ	y					
3	صرف	صَرَّفَ	x					
3	صفصف	صَفْصَفَ	v					
3	مكن	مَكَّنَ	y					
3	نحس	نَحَّسَ	x					
3	يمم	يَمَّمَ	x					
3	صفد	صَفَّدَ	y					
3	فضح	فَضَّحَ	y					
3	رطل	رَطَّلَ	x					
3	خنق	خَنَّقَ	y					
3	موت	مَوَّتَ	y					
3	هفهف	هَفْهَفَ	x					
3	دنس	دَنَّسَ	y					
3	سفن	سَفَّنَ	x					
3	حرف	حَرَّفَ	x					
3	خنخن	خَنْخَنَ	v					
3	صفق	صَفَّقَ	v					
3	بروز	بَرْوَزَ	x					
3	طنف	طَنَّفَ	y					
3	عبقر	عَبْقَرَ	v					
3	صلصل	صَلْصَلَ	v					
3	فطس	فَطَّسَ	y					
3	حزن	حَزَّنَ	yw					
3	عسكر	عَسْكَرَ	v					
3	ذرف	ذَرَّفَ	yz					
3	دجن	دَجَّنَ	x					
3	جفل	جَفَّلَ	y					
3	ضمضم	ضَمْضَمَ	y					
3	دبخ	دَبَّخَ	v					
3	دبل	دَبَّلَ	x					
3	دكدك	دَكْدَكَ	x					
3	نقل	نَقَّلَ	y					
3	دفف	دَفَّفَ	y					
3	شفف	شَفَّفَ	y					
3	دجج	دَجَّجَ	y					
3	رضرض	رَضْرَضَ	x					
3	دبج	دَبَّجَ	x					
3	دحرج	دَحْرَجَ	y					
3	حضر	حَضَّرَ	y					
3	سطع	سَطَّعَ	x					
3	دخل	دَخَّلَ	yz					
3	درب	دَرَّبَ	y					
3	وصد	وَصَّدَ	y					
3	قرقر	قَرْقَرَ	v					
3	جورب	جَوْرَبَ	y					
3	حوج	حَوَّجَ	v					
3	دبر	دَبَّرَ	x					
3	مكس	مَكَّسَ	v					
3	درج	دَرَّجَ	yz					
3	حزم	حَزَّمَ	x					
3	كمم	كَمَّمَ	x					
3	جوب	جَوَّبَ	x					
3	خفر	خَفَّرَ	y					
3	ديخ	دَيَّخَ	y					
3	جود	جَوَّدَ	x					
3	خفض	خَفَّضَ	x					
3	لغم	لَغَّمَ	y					
3	هرس	هَرَّسَ	x					
3	خلص	خَلَّصَ	y					
3	رنن	رَنَّنَ	x					
3	غسل	غَسَّلَ	y					
3	خلف	تَخَلَّفَ	v					
3	جلبب	جَلْبَبَ	y					
3	خلد	خَلَّدَ	y					
3	غرر	غَرَّرَ	x					
3	دلدل	دَلْدَلَ	x					
3	مخط	مَخَّطَ	y					
3	دلس	دَلَّسَ	v					
3	دقدق	دَقْدَقَ	v					
3	صفف	صَفَّفَ	y					
3	سحت	سَحَّتَ	x					
3	حصن	حَصَّنَ	y					
3	دغدغ	دَغْدَغَ	y					
3	دفدف	دَفْدَفَ	x					
3	دشن	دَشَّنَ	x					
3	دروش	دَرْوَشَ	v					
3	درق	دَرَّقَ	x					
3	جوع	جَوَّعَ	y					
3	مكر	مَكَّرَ	v					
3	عصب	عَصَّبَ	y					
3	وسع	وَسَّعَ	x					
3	طنب	طَنَّبَ	x					
3	برر	بَرَّرَ	x					
3	طلسم	طَلْسَمَ	x					
3	غيب	غَيَّبَ	y					
3	عرب	عَرَّبَ	y					
3	عتب	عَتَّبَ	x					
3	عدن	مَعْدَنَ	x					
3	نكف	نَكَّفَ	v					
3	طيب	طَيَّبَ	y					
3	عبق	عَبَّقَ	x					
3	سفه	سَفَّهَ	y					
3	صنع	صَنَّعَ	y					
3	دعس	دَعَّسَ	y					
3	عوق	عَوَّقَ	y					
3	طوح	طَوَّحَ	y					
3	برح	بَرَّحَ	v					
3	طور	طَوَّرَ	y					
3	فضفض	فَضْفَضَ	x					
3	كدح	كَدَّحَ	x					
3	طلمس	طَلْمَسَ	y					
3	حدد	حَدَّدَ	x					
3	طلق	طَلَّقَ	y					
3	بذر	بَذَّرَ	y					
3	ربب	رَبَّبَ	y					
3	طوع	طَوَّعَ	y					
3	زمجر	زَمْجَرَ	v					
3	ضمخ	ضَمَّخَ	x					
3	ضمد	ضَمَّدَ	y					
3	سجل	سَجَّلَ	y					
3	طرد	طَرَّدَ	y					
3	خشم	خَشَّمَ	y					
3	زركش	زَرْكَشَ	x					
3	ضلع	ضَلَّعَ	x					
3	قلب	قَلَّبَ	x					
3	خرش	خَرَّشَ	x					
3	ضرر	ضَرَّرَ	y					
3	ضيف	ضَيَّفَ	y					
3	ضيق	ضَيَّقَ	x					
3	رول	رَوَّلَ	x					
3	دسس	دَسَّسَ	y					
3	سوغ	سَوَّغَ	x					
3	حسف	حَسَّفَ	x					
3	وثر	وَثَّرَ	x					
3	قبقب	قَبْقَبَ	v					
3	عجب	عَجَّبَ	y					
3	بين	بَيَّنَ	x					
3	بدد	بَدَّدَ	y					
3	سفل	سَفَّلَ	x					
3	ظلم	ظَلَّمَ	y					
3	زمع	زَمَّعَ	x					
3	رجح	رَجَّحَ	x					
3	زمخر	زَمْخَرَ	v					
3	بدل	بَدَّلَ	x					
3	شنع	شَنَّعَ	x					
3	زغب	زَغَّبَ	v					
3	شمل	شَمَّلَ	y					
3	حجر	حَجَّرَ	x					
3	حبس	حَبَّسَ	x					
3	سول	سَوَّلَ	x					
3	بضع	بَضَّعَ	x					
3	بطبط	بَطْبَطَ	y					
3	شقشق	شَقْشَقَ	v					
3	بعثر	بَعْثَرَ	x					
3	زيف	زَيَّفَ	y					
3	شوط	شَوَّطَ	x					
3	شنف	شَنَّفَ	y					
3	نفش	نَفَّشَ	x					
3	قتر	قَتَّرَ	y					
3	صيدل	صَيْدَلَ	v					
3	لعن	لَعَّنَ	y					
3	صول	صَوَّلَ	x					
3	صير	صَيَّرَ	y					
3	ضبر	ضَبَّرَ	x					
3	ريث	رَيَّثَ	y					
3	صمع	صَوْمَعَ	x					
3	صوب	صَوَّبَ	y					
3	رسل	رَسَّلَ	x					
3	صمم	صَمَّمَ	x					
3	خزر	خَزَّرَ	x					
3	حيعل	حَيْعَلَ	v					
3	ثوب	ثَوَّبَ	y					
3	قعقع	قَعْقَعَ	x					
3	صرد	صَرَّدَ	y					
3	غرم	غَرَّمَ	y					
3	طفف	طَفَّفَ	x					
3	حسس	حَسَّسَ	y					
3	هود	هَوَّدَ	y					
3	شيخ	شَيَّخَ	y					
3	حزز	حَزَّزَ	x					
3	صحصح	صَحْصَحَ	v					
3	صبر	صَبَّرَ	y					
3	قضقض	قَضْقَضَ	x					
3	شوه	شَوَّهَ	y					
3	طوف	طَوَّفَ	y					
3	حشرج	حَشْرَجَ	v					
3	شذذ	شَذَّذَ	y					
3	شمر	شَمَّرَ	x					
