#model	root	verb	class	bab	note	note1	note2	note3
6	سبب	تَسَبَّبَ	v					
6	بلد	تَبَلَّدَ	v					
6	حرز	تَحَرَّزَ	v					
6	رول	تَرَوَّلَ	v					
6	عرف	تَعَرَّفَ	x					
6	سرب	تَسَرَّبَ	v					
6	مركز	تَمَرْكَزَ	v					
6	عرض	تَعَرَّضَ	y					
6	سدد	تَسَدَّدَ	v					
6	سربل	تَسَرْبَلَ	v					
6	رشش	تَرَشَّشَ	v					
6	رصف	تَرَصَّفَ	v					
6	سلطن	تَسَلْطَنَ	v					
6	رنق	تَرَنَّقَ	v					
6	رمرم	تَرَمْرَمَ	v					
6	رمل	تَرَمَّلَ	v					
6	رفق	تَمَرْفَقَ	v					
6	حرج	تَحَرَّجَ	v					
6	رعب	تَرَعْبَلَ	v					
6	غمغم	تَغَمْغَمَ	v					
6	رسم	تَرَسَّمَ	x					
6	جسم	تَجَسَّمَ	y					
6	رطب	تَرَطَّبَ	v					
6	قشط	تَقَشَّطَ	v					
6	فصد	تَفَصَّدَ	v					
6	جنب	تَجَنَّبَ	y					
6	قهقر	تَقَهْقَرَ	v					
6	روض	تَرَيَّضَ	v					
6	عرقل	تَعَرْقَلَ	v					
6	عرج	تَعَرَّجَ	v					
6	بضع	تَبَضَّعَ	x					
6	عثر	تَعَثَّرَ	v					
6	نشر	تَنَشَّرَ	v					
6	جبر	تَجَبَّرَ	x					
6	ظلم	تَظَلَّمَ	yz					
6	طوس	تَطَوَّسَ	v					
6	طيب	تَطَيَّبَ	v					
6	سلق	تَسَلَّقَ	x					
6	طيف	تَطَيَّفَ	v					
6	زلف	تَزَلَّفَ	v					
6	زخرف	تَزَخْرَفَ	v					
6	يقن	تَيَقَّنَ	x					
6	ريث	تَرَيَّثَ	v					
6	روض	تَرَوَّضَ	v					
6	رشح	تَرَشَّحَ	v					
6	وسخ	تَوَسَّخَ	v					
6	فقص	تَفَقَّصَ	v					
6	عجن	تَعَجَّنَ	v					
6	عرب	تَعَرَّبَ	v					
6	مهل	تَمَهَّلَ	v					
6	شعل	تَشَعَّلَ	v					
6	قطر	تَقَطَّرَ	v					
6	عدد	تَعَدَّدَ	v					
6	عذر	تَعَذَّرَ	v					
6	لقط	تَلَقَّطَ	y					
6	نقص	تَنَقَّصَ	y					
6	سلف	تَسَلَّفَ	x					
6	سخر	تَسَخَّرَ	y					
6	لقف	تَلَقَّفَ	x					
6	هزع	تَهَزَّعَ	v					
6	فيش	تَفَيَّشَ	x					
6	قبل	تَقَبَّلَ	x					
6	سفد	تَسَفَّدَ	x					
6	سفل	تَسَفَّلَ	v					
6	شمر	تَشَمَّرَ	v					
6	مجد	تَمَجَّدَ	v					
6	دله	تَدَلَّهَ	v					
6	سنم	تَسَنَّمَ	x					
6	سلم	تَسَلَّمَ	y					
6	ميع	تَمَيَّعَ	v					
6	جند	تَجَنَّدَ	v					
6	حسر	تَحَسَّرَ	v					
6	نقذ	تَنَقَّذَ	y					
6	هود	تَهَوَّدَ	v					
6	غرب	تَغَرَّبَ	v					
6	خطف	تَخَطَّفَ	x					
6	لجج	تَلَجَّجَ	x					
6	ءفلم	تَأَقْلَمَ	v					
6	لغم	تَلَغَّمَ	v					
6	عسر	تَعَسَّرَ	v					
6	فكر	تَفَكَّرَ	v					
6	سيطر	تَسَيْطَرَ	v					
6	درس	تَمَدْرَسَ	v					
6	كسب	تَكَسَّبَ	x					
6	شبك	تَشَبَّكَ	v					
6	علف	تَعَلَّفَ	v					
6	دبر	تَدَبَّرَ	x					
6	سلخ	تَسَلَّخَ	v					
6	زهد	تَزَهَّدَ	v					
6	سول	تَسَوَّلَ	v					
6	سنن	تَسَنَّنَ	v					
6	ركل	تَرَكَّلَ	v					
6	رقب	تَرَقَّبَ	x					
6	وسد	تَوَسَّدَ	y					
6	فرس	تَفَرَّسَ	v					
6	شبب	تَشَبَّبَ	v					
6	هفهف	تَهَفْهَفَ	v					
6	رقق	تَرَقَّقَ	y					
6	قرب	تَقَرَّبَ	v					
6	حذلق	تَحَذْلَقَ	v					
6	سكع	تَسَكَّعَ	v					
6	صعل	تَصَعْلَكَ	v					
6	عجل	تَعَجَّلَ	x					
6	سرول	تَسَرْوَلَ	v					
6	رنح	تَرَنَّحَ	v					
6	هدج	تَهَدَّجَ	v					
6	شخص	تَشَخَّصَ	v					
6	شعشع	تَشَعْشَعَ	v					
6	شرف	تَشَرَّفَ	v					
6	شفع	تَشَفَّعَ	v					
6	سلسل	تَسَلْسَلَ	v					
6	عكز	تَعَكَّزَ	x					
6	شذب	تَشَذَّبَ	y					
6	فلق	تَفَلَّقَ	v					
6	قشع	تَقَشَّعَ	v					
6	قشف	تَقَشَّفَ	v					
6	غفل	تَغَفَّلَ	y					
6	جهم	تَجَهَّمَ	y					
6	قشر	تَقَشَّرَ	v					
6	قرفص	تَقَرْفَصَ	v					
6	حفز	تَحَفَّزَ	v					
6	رسب	تَرَسَّبَ	v					
6	جرد	تَجَرَّدَ	v					
6	غيل	تَغَيَّلَ	v					
6	جلل	تَجَلَّلَ	x					
6	غلف	تَغَلَّفَ	v					
6	وكد	تَوَكَّدَ	v					
6	غطر	تَغَطْرَفَ	v					
6	قلع	تَقَلَّعَ	v					
6	قعر	تَقَعَّرَ	x					
6	متع	تَمَتَّعَ	v					
6	فلح	تَفَلَّحَ	v					
6	نغص	تَنَغَّصَ	v					
6	سرح	تَسَرَّحَ	v					
6	ورع	تَوَرَّعَ	v					
6	قنص	تَقَنَّصَ	y					
6	قنع	تَقَنَّعَ	v					
6	قوض	تَقَوَّضَ	v					
6	هوش	تَهَوَّشَ	v					
6	فوق	تَفَوَّقَ	v					
6	جمل	تَجَمَّلَ	v					
6	زحلق	تَزَحْلَقَ	v					
6	سفه	تَسَفَّهَ	v					
6	فصل	تَفَصَّلَ	v					
6	فسح	تَفَسَّحَ	v					
6	هزه	تَهَزْهَزَ	v					
6	حمل	تَحَمَّلَ	y					
6	فرعن	تَفَرْعَنَ	v					
6	نسك	تَنَسَّكَ	v					
6	فزر	تَفَزَّرَ	v					
6	فتل	تَفَتَّلَ	v					
6	فرنس	تَفَرْنَسَ	v					
6	فتح	تَفَتَّحَ	v					
6	تبع	تَتَبَّعَ	y					
6	وسط	تَوَسَّطَ	x					
6	قعد	تَقَعَّدَ	y					
6	فتق	تَفَتَّقَ	v					
6	زمت	تَزَمَّتَ	v					
6	حنث	تَحَنَّثَ	v					
6	شبه	تَشَبَّهَ	v					
6	غنج	تَغَنَّجَ	v					
6	غيم	تَغَيَّمَ	v					
6	عوض	تَعَوَّضَ	y					
6	عيش	تَعَيَّشَ	v					
6	فرق	تَفَرَّقَ	x					
6	فرقع	تَفَرْقَعَ	v					
6	ضرع	تَضَرَّعَ	v					
6	غشم	تَغَشَّمَ	y					
6	دين	تَدَيَّنَ	v					
6	غرب	تَمَغْرَبَ	v					
6	عزب	تَعَزَّبَ	v					
6	وجع	تَوَجَّعَ	v					
6	نفش	تَنَفَّشَ	v					
6	وحد	تَوَحَّدَ	y					
6	زبب	تَزَبَّبَ	v					
6	هلهل	تَهَلْهَلَ	v					
6	وحش	تَوَحَّشَ	v					
6	عوج	تَعَوَّجَ	v					
6	مزق	تَمَزَّقَ	v					
6	غيب	تَغَيَّبَ	v					
6	هوم	تَهَوَّمَ	v					
6	شوف	تَشَوَّفَ	x					
6	ورع	تَوَرَّعَ	v					
6	ورك	تَوَرَّكَ	y					
6	صرم	تَصَرَّمَ	v					
6	هدم	تَهَدَّمَ	v					
6	نوم	تَنَوَّمَ	y					
6	كتف	تَكَتَّفَ	v					
6	هدل	تَهَدَّلَ	v					
6	هكم	تَهَكَّمَ	y					
6	نقد	تَنَقَّدَ	x					
6	نزل	تَنَزَّلَ	y					
6	هطل	تَهَطَّلَ	v					
6	هجر	تَهَجَّرَ	v					
6	هجم	تَهَجَّمَ	v					
6	فرع	تَفَرَّعَ	y					
6	رقع	تَرَقَّعَ	x					
6	وكل	تَوَكَّلَ	v					
6	نوع	تَنَوَّعَ	v					
6	هجد	تَهَجَّدَ	x					
6	كيف	تَكَيَّفَ	v					
6	ضرم	تَضَرَّمَ	v					
6	نفط	تَنَفَّطَ	v					
6	فحش	تَفَحَّشَ	v					
6	كفن	تَكَفَّنَ	v					
6	قدد	تَقَدَّدَ	v					
6	قدر	تَقَدَّرَ	v					
6	قدس	تَقَدَّسَ	v					
6	فقه	تَفَقَّهَ	x					
6	فلت	تَفَلَّتَ	v					
6	زلج	تَزَلَّجَ	x					
6	منن	تَمَنَّنَ	y					
6	رصد	تَرَصَّدَ	y					
6	فتر	تَفَتَّرَ	v					
6	زعم	تَزَعَّمَ	y					
6	وظف	تَوَظَّفَ	v					
6	وتر	تَوَتَّرَ	v					
6	حزم	تَحَزَّمَ	v					
6	هوس	تَهَوَّسَ	v					
6	هيج	تَهَيَّجَ	v					
6	وثق	تَوَثَّقَ	v					
6	فجر	تَفَجَّرَ	v					
6	جود	تَجَوَّدَ	x					
6	فهم	تَفَهَّمَ	x					
6	كرر	تَكَرَّرَ	v					
6	وجد	تَوَجَّدَ	x					
6	وجس	تَوَجَّسَ	x					
6	حير	تَحَيَّرَ	v					
6	فوه	تَفَوَّهَ	v					
6	لملم	تَلَمْلَمَ	v					
6	دخل	تَدَخَّلَ	v					
6	شدد	تَشَدَّدَ	v					
6	مندل	تَمَنْدَلَ	v					
6	مكث	تَمَكَّثَ	v					
6	كفكف	تَكَفْكَفَ	v					
6	فطن	تَفَطَّنَ	v					
6	شهد	تَشَهَّدَ	v					
6	كنف	تَكَنَّفَ	y					
6	شبع	تَشَبَّعَ	v					
6	غرغر	تَغَرْغَرَ	v					
6	نظف	تَنَظَّفَ	v					
6	مرمر	تَمَرْمَرَ	v					
6	ضمر	تَضَمَّرَ	v					
6	طهر	تَطَهَّرَ	v					
6	خرق	تَخَرَّقَ	x					
6	كبر	تَكَبَّرَ	v					
6	دلل	تَدَلَّلَ	v					
6	بلور	تَبَلْوَرَ	v					
6	حجب	تَحَجَّبَ	v					
6	سقط	تَسَقَّطَ	y					
6	يقظ	تَيَقَّظَ	v					
6	كفف	تَكَفَّفَ	y					
6	حضر	تَحَضَّرَ	v					
6	كشر	تَكَشَّرَ	v					
6	عطل	تَعَطَّلَ	v					
6	نكد	تَنَكَّدَ	v					
6	كركر	تَكَرْكَرَ	v					
6	قرر	تَقَرَّرَ	v					
6	جيش	تَجَيَّشَ	v					
6	غيظ	تَغَيَّظَ	v					
6	رفق	تَرَفَّقَ	v					
6	طول	تَطَوَّلَ	v					
6	شطن	تَشَيْطَنَ	v					
6	سطح	تَسَطَّحَ	v					
6	غرد	تَغَرَّدَ	v					
6	نكس	تَنَكَّسَ	v					
6	بتل	تَبَتَّلَ	v					
6	رهب	تَرَهَّبَ	v					
6	مضمض	تَمَضْمَضَ	v					
6	مرع	تَمَرَّعَ	v					
6	رفل	تَرَفَّلَ	v					
6	هرط	تَهَرْطَقَ	v					
6	قمم	تَقَمَّمَ	x					
6	شوش	تَشَوَّشَ	v					
6	ذهب	تَمَذْهَبَ	v					
6	مثل	تَمَثَّلَ	y					
6	يمم	تَيَمَّمَ	x					
6	سكن	تَسَكَّنَ	v					
6	ضيق	تَضَيَّقَ	v					
6	كره	تَكَرَّهَ	x					
6	لوح	تَلَوَّحَ	v					
6	قبض	تَقَبَّضَ	v					
6	وهد	تَوَهَّدَ	v					
6	غزل	تَغَزَّلَ	v					
6	وطن	تَوَطَّنَ	v					
6	يفع	تَيَفَّعَ	v					
6	حمس	تَحَمَّسَ	v					
6	لثم	تَلَثَّمَ	v					
6	موج	تَمَوَّجَ	v					
6	لهف	تَلَهَّفَ	v					
6	نور	تَنَوَّرَ	y					
6	نصح	تَنَصَّحَ	x					
6	خوف	تَخَوَّفَ	yzw					
6	لحح	تَلَحَّحَ	v					
6	شكل	تَشَكَّلَ	v					
6	كهن	تَكَهَّنَ	v					
6	كمل	تَكَمَّلَ	v					
6	نعل	تَنَعَّلَ	v					
6	عظم	تَعَظَّمَ	v					
6	دحرج	تَدَحْرَجَ	v					
6	كلس	تَكَلَّسَ	v					
6	كلف	تَكَلَّفَ	x					
6	فجع	تَفَجَّعَ	v					
6	ذوق	تَذَوَّقَ	x					
6	لبك	تَلَبَّكَ	v					
6	ذرع	تَذَرَّعَ	x					
6	شدق	تَشَدَّقَ	v					
6	فخر	تَفَخَّرَ	v					
6	فرج	تَفَرَّجَ	v					
6	غلغل	تَغَلْغَلَ	v					
6	كثر	تَكَوْثَرَ	v					
6	لبب	تَلَبَّبَ	v					
6	فحص	تَفَحَّصَ	x					
6	وصل	تَوَصَّلَ	v					
6	لبد	تَلَبَّدَ	v					
6	لبس	تَلَبَّسَ	x					
6	صحح	تَصَحَّحَ	v					
6	شمت	تَشَمَّتَ	v					
6	هدب	تَهَدَّبَ	v					
6	كدس	تَكَدَّسَ	v					
6	لقب	تَلَقَّبَ	v					
6	طلع	تَطَلَّعَ	x					
6	لطف	تَلَطَّفَ	x					
6	لطم	تَلَطَّمَ	v					
6	قيد	تَقَيَّدَ	v					
6	قيف	تَقَيَّفَ	x					
6	جسس	تَجَسَّسَ	x					
6	كثر	تَكَثَّرَ	v					
6	كرب	تَكَرْبَعَ	v					
6	ربص	تَرَبَّصَ	x					
6	كدر	تَكَدَّرَ	v					
6	لمع	تَلَمَّعَ	x					
6	لمق	تَلَمَّقَ	v					
6	لصص	تَلَصَّصَ	v					
6	ركن	تَرَكَّنَ	v					
6	زلزل	تَزَلْزَلَ	v					
6	شكك	تَشَكَّكَ	v					
6	لفلف	تَلَفْلَفَ	v					
6	نبه	تَنَبَّهَ	v					
6	لدن	تَلَدَّنَ	v					
6	لعثم	تَلَعْثَمَ	v					
6	لقم	تَلَقَّمَ	x					
6	عمم	تَعَمَّمَ	y					
6	غلب	تَغَلَّبَ	v					
6	نقض	تَنَقَّضَ	v					
6	لوه	تَلَوَّهَ	v					
6	لمج	تَلَمَّجَ	v					
6	مدد	تَمَدَّدَ	x					
6	رعرع	تَرَعْرَعَ	v					
6	مون	تَمَوَّنَ	v					
6	كون	تَكَوَّنَ	v					
6	صبر	تَصَبَّرَ	v					
6	خنث	تَخَنَّثَ	v					
6	ثمل	تَثَمَّلَ	y					
6	سمر	تَسَمَّرَ	v					
6	جول	تَجَوَّلَ	v					
6	وقح	تَوَقَّحَ	v					
6	ولد	تَوَلَّدَ	v					
6	وحم	تَوَحَّمَ	v					
6	مرس	تَمَرَّسَ	v					
6	نطق	تَمَنْطَقَ	v					
6	كبس	تَكَبَّسَ	v					
6	لجلج	تَلَجْلَجَ	x					
6	نتف	تَنَتَّفَ	x					
6	نظر	تَنَظَّرَ	y					
6	نغم	تَنَغَّمَ	v					
6	وقع	تَوَقَّعَ	x					
6	برم	تَبَرَّمَ	v					
6	قلص	تَقَلَّصَ	v					
6	نضد	تَنَضَّدَ	v					
6	نظم	تَنَظَّمَ	v					
6	فرغ	تَفَرَّغَ	v					
6	موه	تَمَوَّهَ	v					
6	شلشل	تَشَلْشَلَ	v					
6	خشع	تَخَشَّعَ	v					
6	مهد	تَمَهَّدَ	x					
6	مهر	تَمَهَّرَ	v					
6	شعث	تَشَعَّثَ	x					
6	مغص	تَمَغَّصَ	y					
6	ربع	تَرَبَّعَ	x					
6	ضمخ	تَضَمَّخَ	v					
6	هيب	تَهَيَّبَ	y					
6	خبر	تَخَبَّرَ	x					
6	كذب	تَكَذَّبَ	y					
6	مطق	تَمَطَّقَ	x					
6	صيف	تَصَيَّفَ	v					
6	عدد	تَعَدَّدَ	v					
6	مجن	تَمَجَّنَ	v					
6	لوم	تَلَوَّمَ	v					
6	لون	تَلَوَّنَ	v					
6	لوث	تَلَوَّثَ	v					
6	محص	تَمَحَّصَ	v					
6	مور	تَمَوَّرَ	v					
6	نمل	تَنَمَّلَ	v					
6	رتب	تَرَتَّبَ	v					
6	لين	تَلَيَّنَ	v					
6	سءل	تَسَوَّلَ	v					
6	مخض	تَمَخَّضَ	v					
6	شجع	تَشَجَّعَ	v					
6	ميل	تَمَيَّلَ	v					
6	حدث	تَحَدَّثَ	v					
6	حشد	تَحَشَّدَ	v					
6	خشب	تَخَشَّبَ	x					
6	حصن	تَحَصَّنَ	v					
6	سمع	تَسَمَّعَ	y					
6	حصل	تَحَصَّلَ	v					
6	حلب	تَحَلَّبَ	v					
6	ذكر	تَذَكَّرَ	y					
6	فلج	تَفَلَّجَ	v					
6	حلحل	تَحَلْحَلَ	v					
6	وقر	تَوَقَّرَ	v					
6	حكم	تَحَكَّمَ	v					
6	حيز	تَحَيَّزَ	v					
6	لفظ	تَلَفَّظَ	v					
6	نضح	تَنَضَّحَ	v					
6	لقح	تَلَقَّحَ	v					
6	عطش	تَعَطَّشَ	v					
6	ح وز	تَحَوَّزَ	x					
6	حرش	تَحَرَّشَ	v					
6	خبط	تَخَبَّطَ	y					
6	صون	تَصَوَّنَ	x					
6	حين	تَحَيَّنَ	x					
6	خرج	تَخَرَّجَ	v					
6	رفع	تَرَفَّعَ	x					
6	وسل	تَوَسَّلَ	v					
6	فكك	تَفَكَّكَ	v					
6	طبب	تَطَبَّبَ	v					
6	لذع	تَلَذَّعَ	v					
6	نثر	تَنَثَّرَ	v					
6	ورم	تَوَرَّمَ	v					
6	نجع	تَنَجَّعَ	y					
6	مخط	تَمَخَّطَ	v					
6	وقف	تَوَقَّفَ	v					
6	نفل	تَنَفَّلَ	v					
6	نول	تَنَوَّلَ	x					
6	نعت	تَنَعَّتَ	x					
6	هشم	تَهَشَّمَ	y					
6	نشط	تَنَشَّطَ	x					
6	طور	تَطَوَّرَ	v					
6	رهل	تَرَهَّلَ	v					
6	نشق	تَنَشَّقَ	x					
6	نسق	تَنَسَّقَ	v					
6	نسم	تَنَسَّمَ	x					
6	نشف	تَنَشَّفَ	x					
6	طبق	تَطَبَّقَ	v					
6	نجز	تَنَجَّزَ	x					
6	نجس	تَنَجَّسَ	v					
6	وثب	تَوَثَّبَ	v					
6	نصت	تَنَصَّتَ	v					
6	مسح	تَمَسَّحَ	y					
6	قدم	تَقَدَّمَ	y					
6	سجل	تَسَجَّلَ	v					
6	وشح	تَوَشَّحَ	y					
6	لذذ	تَلَذَّذَ	x					
6	فطر	تَفَطَّرَ	v					
6	ضمن	تَضَمَّنَ	x					
6	زعزع	تَزَعْزَعَ	v					
6	وفر	تَوَفَّرَ	v					
6	رجل	تَرَجَّلَ	x					
6	نعم	تَنَعَّمَ	y					
6	وفق	تَوَفَّقَ	v					
6	هوج	تَهَوَّجَ	v					
6	وشوش	تَوَشْوَشَ	v					
6	ملك	تَمَلَّكَ	y					
6	برعم	تَبَرْعَمَ	v					
6	وعك	تَوَعَّكَ	v					
6	جذف	تَجَذَّفَ	v					
6	هرب	تَهَرَّبَ	v					
6	هزز	تَهَزَّزَ	v					
6	هدهد	تَهَدْهَدَ	v					
6	وضح	تَوَضَّحَ	v					
6	فنن	تَفَنَّنَ	v					
6	فسر	تَفَسَّرَ	y					
6	وسن	تَوَسَّنَ	y					
6	خشن	تَخَشَّنَ	v					
6	يسر	تَيَسَّرَ	v					
6	قلقل	تَقَلْقَلَ	v					
6	نقب	تَنَقَّبَ	v					
6	ولج	تَوَلَّجَ	x					
6	وزع	تَوَزَّعَ	y					
6	نحل	تَنَحَّلَ	x					
6	وعد	تَوَعَّدَ	y					
6	جوز	تَجَوَّزَ	v					
6	مرن	تَمَرَّنَ	v					
6	نبل	تَنَبَّلَ	x					
6	نقل	تَنَقَّلَ	v					
6	شنن	تَشَنَّنَ	v					
6	ردد	تَرَدَّدَ	v					
6	سكن	تَمَسْكَنَ	v					
6	نسب	تَنَسَّبَ	v					
6	بخر	تَبَخَّرَ	v					
6	قزم	تَقَزَّمَ	v					
6	هزج	تَهَزَّجَ	v					
6	رشف	تَرَشَّفَ	x					
6	وهن	تَوَهَّنَ	v					
6	طفل	تَطَفَّلَ	v					
6	شيطن	تَشَيْطَنَ	v					
6	رصع	تَرَصَّعَ	v					
6	ملس	تَمَلَّسَ	v					
6	قسم	تَقَسَّمَ	y					
6	سرع	تَسَرَّعَ	v					
6	ودد	تَوَدَّدَ	x					
6	لفف	تَلَفَّفَ	v					
6	فقد	تَفَقَّدَ	y					
6	وهم	تَوَهَّمَ	x					
6	وله	تَوَلَّهَ	v					
6	حول	تَحَوَّلَ	v					
6	مطط	تَمَطَّطَ	v					
7	قرض	تَقَارَضَ	x					
7	شكل	تَشَاكَلَ	v					
7	خبث	تَخَابَثَ	v					
7	نهش	تَنَاهَشَ	v					
7	حدب	تَحَادَبَ	v					
7	جسر	تَجَاسَرَ	v					
7	شجر	تَشَاجَرَ	v					
7	دعب	تَدَاعَبَ	v					
7	ظفر	تَظَافَرَ	v					
7	زيد	تَزَايَدَ	v					
7	سجل	تَسَاجَلَ	v					
7	شور	تَشَاوَرَ	v					
7	حكم	تَحَاكَمَ	v					
7	عقب	تَعَاقَبَ	v					
7	شيع	تَشَايَعَ	v					
7	زهد	تَزَاهَدَ	y					
7	جوب	تَجَاوَبَ	v					
7	فرق	تَفَارَقَ	v					
7	وكل	تَوَاكَلَ	y					
7	وهب	تَوَاهَبَ	v					
7	لكم	تَلَاكَمَ	v					
7	ضجع	تَضَاجَعَ	v					
7	قطع	تَقَاطَعَ	v					
7	وزن	تَوَازَنَ	v					
7	ضعف	تَضَاعَفَ	v					
7	طرد	تَطَارَدَ	v					
7	نبز	تَنَابَزَ	v					
7	مجد	تَمَاجَدَ	v					
7	هيج	تَهَايَجَ	v					
7	صهر	تَصَاهَرَ	v					
7	سرع	تَسَارَعَ	v					
7	رحم	تَرَاحَمَ	v					
7	برك	تَبَارَكَ	v					
7	قدم	تَقَادَمَ	v					
7	سلم	تَسَالَمَ	v					
7	روغ	تَرَاوَغَ	v					
7	فقد	تَفَاقَدَ	v					
7	نحس	تَنَاحَسَ	v					
7	نوم	تَنَاوَمَ	v					
7	هجم	تَهَاجَمَ	v					
7	مكس	تَمَاكَسَ	v					
7	سير	تَسَايَرَ	v					
7	بغض	تَبَاغَضَ	v					
7	بين	تَبَايَنَ	v					
7	قبل	تَقَابَلَ	v					
7	وجد	تَوَاجَدَ	v					
7	همس	تَهَامَسَ	v					
7	غمس	تَغَامَسَ	v					
7	مزح	تَمَازَحَ	v					
7	درك	تَدَارَكَ	y					
7	حسد	تَحَاسَدَ	v					
7	بجح	تَبَاجَحَ	v					
7	بدر	تَبَادَرَ	v					
7	شنق	تَشَانَقَ	v					
7	حشد	تَحَاشَدَ	v					
7	تبع	تَتَابَعَ	v					
7	خبر	تَخَابَرَ	v					
7	دول	تَدَاوَلَ	x					
7	هرم	تَهَارَمَ	v					
7	حقد	تَحَاقَدَ	v					
7	جور	تَجَاوَرَ	v					
7	جور	تَجَاوَرَ	v					
7	تلع	تَتَالَعَ	v					
7	سوم	تَسَاوَمَ	x					
7	جذب	تَجَاذَبَ	y					
7	خ ذل	تَخَاذَلَ	v					
7	خصم	تَخَاصَمَ	v					
7	وعد	تَوَاعَدَ	v					
7	خلط	تَخَالَطَ	v					
7	ذكر	تَذَاكَرَ	x					
7	خيل	تَخَايَلَ	v					
7	درس	تَدَارَسَ	x					
7	كبر	تَكَابَرَ	v					
7	ربط	تَرَابَطَ	v					
7	جدل	تَجَادَلَ	v					
7	نبذ	تَنَابَذَ	v					
