#رقم 	مشكول	غير مشكول	جذر	وزن	صنف	اصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرده المحسوب	تأنيث	تثنية	ج.مؤ.س	ج. مذ. س.	منقوص	تنوين النصب	نسب	إض. لف.	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
8130	مَكْتَبٌ	مكتب	كتب					مذكر			مفرد	مَكَاتِبُ 			DnN				Tn	R								". 1. ""جَلَسَ يَكْتُبُ عَلَى الْمَكْتَبِ"" : طَاوِلَةٌ يُكْتَبُ عَلَيْهَا. 2. ""بَقِي فِي الْمَكْتَبِ يَقْرَأُ ويَكْتُبُ"" : الْحُجْرَةُ الَّتِي تَضُمُّ الْمَكْتَبَ. 3. ""مَكْتَبُ الْمُوَظَّفِ"" : الْمَكَانُ الَّذِي يَعْمَلُ فِيهِ. 4. ""مَكْتَبُ البَرِيدِ"" : إِدَارَةُ البَرِيدِ."
8169	مَكْرَجٌ	مكرج	كرج					مذكر			مفرد	مَكَارِجُ 			DnN				Tn	R								. : مَكَانٌ لِتَسْلِيَةِ الأَطْفَالِ بِالأَلْعَابِ البَهْلَوَانِيَّةِ، ورُكُوبِ السَّيَّارَاتِ الصَّغِيرَةِ الآلِيَّةِ ومَا شَابَهَ ذَلِكَ.
8225	مَكْسَبٌ	مكسب	كسب					مذكر			مفرد	مَكَاسِبُ 			DnN				Tn	R								". ""حَصَلَ عَلَى مَكْسَبٍ كَبِيرٍ"" : عَلَى رِبْحٍ، فَائِدَةٍ. ""مَكَاسِبُهُ كَثِيرَةٌ مِنْ عَمَلِهِ وَجُهْدِهِ""."
8352	مَكْمَنٌ	مكمن	كمن					مذكر			مفرد	مَكَامِنُ 			DnN				Tn	R								". 1. ""مَكْمَنُ الصَّيَّادِ"" : مَوْضِعٌ يَخْتَفِي فِيهِ. ""مَكَامِنُ الفِد"
8388	مَكْنَزٌ	مكنز	كنز					مذكر			مفرد	مَكَانِزُ 			DnN				Tn	R								"1.: الْمَوْضِعُ الَّذِي يُكْنَزُ فِيهِ الشَّيْءُ. 2.""مَكْنَزٌ لُغ"
8456	مِكْيَالٌ	مكيال	كيل					مذكر			مفرد	مَكَايِيلُ 			DnN				Tn	R								". 1.""مِكْيَالُ الْحُبُوبِ"" : مَا يُكَالُ بِهِ . هود آية 84 ولاَ تَنْقُصُوا المِكْيَالَ والمِيزَانَ . (قرآن). 2.""الكَيْلُ بِمِكْيَالَيْنِ"" : عِبَارَةٌ تُقَالُ لِلرَّجُلِ غَيْرِ العَادِلِ، أَيْ عِنْدَمَا يَنْظُرُ إِلَى الشَّيْءِ الوَاحِدِ بِمِكْيَالَيْنِ، بِمِعْيَارَيْنِ مُخْتَلِفَيْنِ مَعَ أَنَّ لَهُمَا قِيمَةً واحِدةً."
8491	مَلْبَسٌ	ملبس	لبس					مذكر			مفرد	مَلاَبِسُ 			DnN				Tn	R								. ن. مَلاَبِسُ.
8510	مِلْبَنٌ	ملبن	لبن					مذكر			مفرد	مَلاَبِنُ 			DnN				Tn	R								. 1. : مِصْفَاةُ اللَّبَنِ. 2.:مِحْلَبٌ يُحْلَبُ فِيهِ اللَّبَنُ.
8523	مَلْجَأٌ	ملجأ	لجأ					مذكر			مفرد	مَلاَجِئُ 			Dz				Tn	Rz								". 1.""كُلٌّ يَبْحَثُ عَنْ مَلْجَإٍ يَلْجَأُ إِلَيْهِ بَعْدَمَا تَتَابَعَتِ الغَارَاتُ الْجَوِّيَّةُ"" : مَخْبَأٌ يَكُونُ حَصِيناً.الشورى آية 47 مَا لَكُمْ مِنْ مَلْجَإٍ يَوْمَئِذٍ (قرآن). 2.""مَلْجَأُ العَجَزَةِ"" : مُؤَسَّسَةٌ خَيْرِيَّةٌ لِإِيوَاءِ العَجَزَةِ. ""مَلْجَأُ اليَتَامَى""."
8541	مَلْحَظٌ	ملحظ	لحظ					مذكر			مفرد	مَلاَحِظُ 			DnN				Tn	R								. : اللَّحْظُ أَوْ مَوْضِعُهُ.
8569	مِلْزَمٌ	ملزم	لزم					مذكر			مفرد	مَلاَزِمُ 			DnN				Tn	R								. : خَشَبَتَانِ أَوْ حَدِيدَتَانِ تُشَدُّ إِحْدَاهُمَا إِلَى الأُخْرَى بِحَدِيدَةٍ
8589	مَلْطِمٌ	ملطم	لطم					مذكر			مفرد	مَلاَطِمُ 			DnN				Tn	R			O	O	O	N		". 1.""مَلْطِمُ الأَمْوَاجِ"" : الْمَوْضِعُ الَّذِي تَلْتَطِمُ عِنْدَهُ أَمْوَاجُ البَحْرِ. 2.""مَلْطِمُ الوَجْهِ"" : خَدُّهُ."
8598	مَلْعَبٌ	ملعب	لعب					مذكر			مفرد	مَلاَعِبُ 			DnN				Tn	R								". 1. ""فِي الْمَلْعَبِ الرِّيَاضِيّ"" : مَكَانُ لَعِبِ الرِّيَاضَةِ. ""مَلْعَبُ كُرَةِ القَ"
8615	مَلْغَمٌ	ملغم	لغم					مذكر			مفرد	مَلاَغِمُ 			DnN				Tn	R								. : الفَمُ والأَنْفُ وَمَا حَوْلَهُمَا.
8645	مِلْقَطٌ	ملقط	لقط					مذكر			مفرد	مَلاَقِطُ 			DnN				Tn	R								". ""مِلْقَطُ الْحَدَّادِ"" : أَدَاةٌ يُلْقَطُ بِهَا تَتَكَوَّن مِنْ ذِرَاعَيْنِ. ""مِلْقَطُ النَّارِ"" ""مِلْقَطُ الطَّبِيبِ"" ""مِلْقَطُ السُّكَّرِ""."
8668	مَلْمَحٌ	ملمح	لمح					مذكر			مفرد	مَلاَمِحُ 			DnN				Tn	R								. ن. مَلاَمِحُ.
8699	مَلاَذٌ	ملاذ	لوذ					مذكر			مفرد	مَلاَوِذُ 			DnN				Tn	R								". ""وَجَدَ فِي بَيْتِ أَهْلِهِ مَلاَذاً"": مَلْجَأً. ""أَنْتَ مَلاَذِي الأَخِيرُ""."
8735	مَاعِزٌ	ماعز	ماعز					مذكر			مفرد	مَوَاعِزُ; مِعَازٌ; مَعِزٌ يُطْلَقُ عَلَى الذَّكَرِ وَالأُنْثَى	مَعْزٌ		DnN				Tn	R								ج: مَوَاعِزُ، مِعَازٌ، مَعِزٌ. يُطْلَقُ عَلَى الذَّكَرِ وَالأُنْثَى: مِنْفَصِيلَةِ الْمَعِزِ وَالبَقَرَاتِ، مِنْ رُتْبَةِ شَفْعِيَّةِ الأَظْلاَفِ، وَهِيَ مِنَ اللَّبَائِنِ الْمُجْتَرَّةِ.
8740	مَالَجٌ	مالج	مالج					مذكر			مفرد	مَوالِجُ			DnN				Tn	R								"ج: مَوالِجُ. ""مَالَجُ البَنَّاءِ"" : مِسَجَّةٌ، أَداةٌ يُطَيَّنُ بِها."
8914	مِمْصَلٌ	ممصل	مصل					مذكر			مفرد	مَمَاصِلُ 			DnN				Tn	R								". 1.""وَضَعَ الْمَصْلَ فِي الْمِمْصَلِ"" : وِعَاءُ الْمَصْلِ. 2.""رَجُلٌ مِمْصَلٌ"" : يُنْفِقُ مَالَهُ فِي الفَسَادِ."
8970	مَكُّوكٌ	مكوك	مكك					مذكر			مفرد	مَكَاكِيكُ 			DnN				Tn	R								". 1. : بَكَرَةٌ مِنْ مَعْدِنٍ أَوْ خَشَبٍ تُسْتَعْمَلُ فِي آلَةِ الخِيَاطَةِ، أو فِي نَـوْلِ الْحِيَاكَةِ. 2. : طَاسٌ يُشْرَبُ بِهِ، أَعْلاَهُ ضَيِّقٌ، وَوَسَطُـهُ وَاسِـعٌ. 3.""مَكُّـوكُ الفَضَاءِ"" : مَرْكَبَةٌ فَضَائِيَّةٌ تَدُورُ حَوْلَ الأَرْضِ تُطْلَقُ مِنْ قَاعِدَةٍ وتَعُودُ إِلَى الأَرْضِ."
8995	مَلاَكٌ	ملاك	ملك					مذكر			مفرد	مَلاَئِكَةٌ; مَلاَئِكُ 			DnN				Tn	R								". ن. مَلَكٌ. 1.""مَلاَكُ الْمَوْتِ"" : جِبْرِيل. 2.""مَلاَكُ الْحُبِّ"" : سُلْطَتُهُ وَقُوَّتُهُ. 3.""مَلاَئِكَةُ الرَّحْمَانِ"" : الأَرْوَاحُ السَّمَاوِيَّةُ. 4.""مَلاَكُ الأَمْرِ"" : قَوَامُهُ وَعُنْصُرُهُ الأَسَاسِيُّ."
8999	مَلَكٌ	ملك	ملك					مذكر			مفرد	مَلاَئِكَةٌ 			DnN				Tn	R								". ن. مَلاَكٌ. 1.""إِنَّ اللَّهَ ومَلاَئِكَتَهُ يُصَلُّونَ عَلَى النَّبِيِّ"" : الأَرْوَاحُ السَّمَاوِيَّةُ. 2.""مَلَكُ الْمَوْتِ"" : عِزْرَائِيلُ. 3.""اِمْرَأَةٌ مَلَكٌ"" : طَاهِرَةٌ. 4.""مَا لَهُ مَلَكٌ"": لاَ يَمْلِكُ شَيْئاً. 5.""مَلَكٌ"" : اِسْمُ عَلَمٍ لِلإِنَاثِ."
9005	مَلِيكٌ	مليك	ملك					مذكر			مفرد	مُلَكَاءُ 			DnN				Tn	R								". 1.""مَلِيكُ الخَلْقِ"" : الرَّبُّ والْمَالِكُ. القمر آية 55 فِي مَقْعَدِ صِدْقٍ عِنْدَ مَلِيكٍ مُقْتَدِرٍ (قرآن). 2.""يَحْكُمُ البِلاَدَ مَلِيكٌ"" : صَاحِبُ الْمُلْكِ والسُّلْطَةِ. 3.""مَلِيكُ النَّحْلِ"" : أَمِيرَتُهَا، مَلِكَتُها، يَعْسُوبٌ."
9009	مِلاَطٌ	ملاط	ملط					مذكر			مفرد	مُلُطٌ; أَمْلِطَةٌ 			DnN				Tn	R								". 1.""مِلاَطُ الْجُدْرَانِ"": الطِّينُ الَّذِي تُطْلَى بِهِ الْجُدْرَانُ، أَو يُجْعَلُ بَيْنَ حَجَرَيْنِ أو آجُرَّتَيْنِ فِي البِنَاءِ. 2.""مِلاَطُ الأَسْنَانِ"" : عَجِينٌ تُلْصَقُ بِهِ الأَسْنَانُ."
9043	مُهْرٌ	مهر	مهر					مذكر			مفرد	مِهَرَةٌ 			DnN				Tn	R								". ""خَتَمَ الرِّسَالَةَ بِالْمُهْرِ"" : بِالْخَاتَمِ الَّذِي تُخْتَمُ بِهِ الرَّسَائِلُ."
9105	نَاقُوسٌ	ناقوس	ناقوس					مذكر			مفرد	نَوَاقِيسُ 			DnN				Tn	R								"ج: نَوَاقِيسُ. 1.""دَقَّ نَاقُوسُ الْمَدْرَسَةِ"" : أَدَاةٌ مِنْ حَدِيدٍ،مُجَوَّفَةٌ مِنَ الدَّاخِلِ عَلَىشَكْلِ كُوبٍ كَبِيرٍ مَقْلُـوبٍ، مَشْدُودَةٌ إِلَى الْجِدَارِ، بِدَاخِلِهَا قَضِيبٌ مِنْ مَعْدِنٍ يُحْدِثُ صَوْتاً عِنْدَ تَحْرِيكِهِ بِوَاسِطَةِ حَبْلٍ أَوسِلْسِلَةٍ. ""نَاقُوسُ الكَنِيسَةِ"". 2.""دَقَّ نَاقُوسُ الْخَطَرِ"": أُثِيرَ الاِنْتِبَاهُ إِلَى خَطَرٍ قَادِمٍ."
9116	مَنْبِتٌ	منبت	نبت					مذكر			مفرد	مَنَابِتُ 			DnN				Tn	R								". 1.""مَنْبِتُ النَّبَاتِ والزُّهُورِ"" : مَوْضِعُ نَبْتِهَا. 2.""مَنْبِتُ الرَّجُلِ "" : مَنْشَؤُهُ."
9123	مِنْبَرٌ	منبر	نبر					مذكر			مفرد	مَنَابِرُ 			DnN				Tn	Rp								". 1.""صَعِدَ الخَطِيبُ المِنْبَرَ"" : مَحَلٌّمُرْتَفِعٌ، أَوْ كُرْسِيٌّ مُرْتَفِعٌ يَعْتَلِيهِ الخَطِيبُ وَيَتَحَدَّثُ مِنْهُ إِلىَ الجَمْعِ. 2.""مِنْبَرُ العَدَالَةِ"" : مَكَانُ جُلُوسِ القَاضِي. 3.""مِنْبَرُ الرَّأْيِ"": مُنْتَدَى..."
9127	نِبْرَاسٌ	نبراس	نبرس					مذكر			مفرد	نَبَارِيسُ 			DnN				Tn	R								". 1.""أَشْعَلَ النِّبْـرَاسَ"" : الْمِصْبَاحَ. 2.""اتَّخَذَ مِنْهُ نِبْرَاساً"" : اِتَّخَذَهُ قُدْوَةً وَمِثَالاً. 3.""إِنَّهُ نِبْرَاسُ زَمَانِهِ"" : إِنَّهُ ضَوْءُ عَصْرِهِ."
9131	مَنْبِضٌ	منبض	نبض					مذكر			مفرد	مَنَابِضُ 			DnN				Tn	R								"(طب). ""جَسَّ مَنْبِضَ الْمَرِيضِ"" : الْمَحَلُّ الَّذِي يَجُسُّهُ الطَّبِيبُ مِنَ الجِسْمِ لِيَعْرِفَ حَالَةَ نَبْضِ القَلْبِ."
9138	مَنْبَعٌ	منبع	نبع					مذكر			مفرد	مَنَابِعُ 			DnN				Tn	R								". 1.""مَنْبَعُ الْمَاءِ"" : مَخْرَجُهُ. ""مَنَابِعُ المِيَاهِ"". 2.""مَنْبَعُ البِتْرُولِ"" : بِئْرُ البِتْرُولِ. 3.""مَنْبَعُ الْمَشَاكِلِ"" : مَصْدَرُهَا."
9145	نَبَّالٌ	نبال	نبل					مذكر			مفرد	نَبَّالَةٌ 			DnN				Tn	R								. 1. : صَانِعُ النِّبَالِ. 2. : الرَّامِي بِالنِّبَالِ.
9163	مَنْجَرٌ	منجر	نجر					مذكر			مفرد	مَنَاجِرُ 			DnN				Tn	R								". ""مَنْجَرُ النَّجَّارِ"" : مَعْمَلُهُ، أَيْ مَكَانُ النِّجَارَةِ."
9165	مَنْجُورٌ	منجور	نجر					مذكر			مفرد	مَنَاجِيرُ 			DnN				Tn									". ""مَنْجُورُ البِئْرِ"" : بَكَرَةٌ عَظِيمَةٌ لاسْتِخْرَاجِ الْمَاءِ مِنَ البِئْرِ."
9169	مَنْجَعٌ	منجع	نجع					مذكر			مفرد	مَنَاجِعُ 			DnN				Tn	R								. ن. مُنْتَجَعٌ.
9176	نَجَفٌ	نجف	نجف					مذكر			مفرد	نِجَافٌ 			DnN				Tn	R								". 1.""عَلاَ النَّجَفَ"" : التَّلَّ. 2.""سَرَحَتِ الْمَاشِيَةُ فِي النَّجَفِ"" : مَكَانٌ مُسْتَطِيلٌ فِي بَطْنِ الْوَادِي أَوْ فِي بَطْنٍ مِنَ الأَرْضِ لاَ يَعْلُوهُ الْمَاءُ. 3.""النَّجَفُ"" : اِسْمُ مَدِينَةٍ في العِرَاقِ."
9178	نَجِيفٌ	نجيف	نجف					مذكر			مفرد	نُجُفٌ 			DnN				Tn	R								". ""بَرَى النَّجِيفَ"" : سَهْمٌ عَرِيضُ النَّصْلِ."
9180	مِنْجَلٌ	منجل	نجل					مذكر			مفرد	مَنَاجِلُ 			DnN				Tn									. : أَدَاةٌ لِقَطْعِ الزَّرْعِ والأَعْشَابِ، مُكَوَّنَةٌ مِنْ صَفِيحَةٍ مِنْ مَعْدِنٍ، مُنْحَنِيَةٌ مِثْلُ القَوْسِ، ومُرَكَّبَةٌ في مِقْبَضٍ.
9183	مَنْجَمٌ	منجم	نجم					مذكر			مفرد	مَنَاجِمُ 			DnN				Tn	R								". 1.""لَيْسَ لَهُ مَنْجَمٌ مِنْ هَذَا الْمَأْزِقِ"" : مَخْرَجٌ. 2. : نَفَقٌ تَحْتَ الأَرْضِ يَحْتَوِي عَلَى مَوَادَّ خَامٍ مِنَ الْمَعَادِنِ مِنْ حَدِيدٍ أو فَحْمٍ."
9190	نَجِيلٌ	نجيل	نجيل					مذكر			مفرد	نُجُلٌ			DnN				Tn	R			O	O	O	N		ج: نُجُلٌ. (نب). : جِنْسُ نَبَاتٍ مِنْ فَصِيلَةِ النَّجْلِيَّاتِ مُعَمِّرٌ، يَكْثُرُ فِي الأَرَاضِي الْمَسْقِيَّةِ، يَضُرُّ بِالزَّرْعِ.
9195	مَنْحَتٌ	منحت	نحت					مذكر			مفرد	مَنَاحِتُ 			DnN				Tn	R								. : مَكَانُ عَمَلِ النَّحَّاتِ.
9214	مَنْخَرٌ	منخر	نخر					مذكر			مفرد	مَنَاخِرُ 			DnN				Tn	R								. : ثَقْبُ الأَنْفِ.
9216	نَخْرُوبٌ	نخروب	نخروب					مذكر			مفرد	نَخَارِيبُ			DnN				Tn	R			O	O	O	N		"ج: نَخَارِيبُ. 1.""نَخْرُوبُ حَجَرٍ"" : الشَّقُّ الْمَوْجُودُ فِيهِ. 2.""نَخْرُوبُ النَّحْلِ"" : ثُقَبٌ مُهَيَّأَةٌ مِنَ الشَّمْعِ يَمُجَّ النَّحْلُ فِيهَا العَسَلَ."
9220	نُخَاعٌ	نخاع	نخع					مذكر			مفرد	نُخُعٌ 			DnN				Tn	R								. : حَبْلٌ عَصَبِيٌّ مُتَّصِلٌ بِالدِّمَاغِ يَجْرِي دَاخِلَ العَمُودِ الفِقْرِيِّ.
9229	مَنْدَبٌ	مندب	ندب					مذكر			مفرد	مَنَادِبُ 			DnN				Tn	R								". ""كَانَ مَنْدَبُهُمْ يُثِيرُ الأَشْجَانَ والأَحْزَانَ"" : البُكَاءُ، النُّوَاحُ عَلَى الْمَيِّتِ."
9244	مَنْدِيلٌ	منديل	ندل					مذكر			مفرد	مَنَادِيلُ 			DnN				Tn	R								". ""أَخْرَجَ مَنْدِيلَهُ مِنْ جَيْبِهِ وَمَسَحَ بِهِ وَجْهَهُ"" : قِطْعَةٌ صَغِيرَةٌ مِنْ قُمَاشٍ أَوْ وَرَقٍ شَفَّافٍ، تُسْتَعْمَلُ لِتَجْفِيفِ الْمَاءِ وَمَسْحِ الْعَرَقِ."
9255	مَنْزَعٌ	منزع	نزع					مذكر			مفرد	مَنَازِعُ 			DnN				Tn	R								". ""نَزَعَ مَنْزَعاً جَدِيداً"" : مَنْحىً، مَيْلاً، نُزُوعاً."
9258	نَيْزَكٌ	نيزك	نزك					مذكر			مفرد	نَيَازِكُ 			DnN				Tn	R								. 1. : الرُّمْحُ القَصِيرُ. 2.(فك).: جِسْمٌ مُسْتَقِلٌّ يَخْتَرِقُ الجَوَّ فَيَحْتَدِمُ وَيُضِيءُ ثُمَّ يَسْقُطُ أَحْيَاناً شِهَاباً نَيِّراً إِلَى الأَرْضِ.
9262	مَنْزِلٌ	منزل	نزل					مذكر			مفرد	مَنَازِلُ 			DnN				Tn									". 1.""زَارَهُ فِي مَنْزِلِهِ"" : فِي دَارِهِ، أَيْ مَكَانِ سَكَنِهِ. 2.""أَنْزَلَهُ مَنْزِلاً حَسَناً"" : مَكَاناً. ""مَنَازِلُ اللَّهْوِ وَاللَّعِبِ"". 3.""مَنْزِلُ الزَّوْجِيَّةِ"" : بَيْتٌ... 4.""مَنَازِلُ الْقَمَرِ"" : مَدَارَاتُهُ الَّتِي يَدُورُ فِيهَا حَوْلَ الأَرْضِ وَهِيَ ثَمَانِيَةٌ وَعِشْرُونَ، وَلِكَلِّ فَصْلٍ مِنْ فُصُولِ السَّنَةِ سَبْعَةٌ."
9271	مَنْزَهٌ	منزه	نزه					مذكر			مفرد	مَنَازِهُ 			DnN				Tn	R								". ""خَرَجَ إِلَى الْمَنْزَهِ "" : مَكَان النُّزْهَةِ، الْحَدِيقَة."
9277	مِنْسَاجٌ	منساج	نسج					مذكر			مفرد	مَنَاسِيجُ 			DnN				Tn	R								". ""مِنْسَاجُ النَّسَّاجِ"" : آلَةٌ تُمَدُّ عَلَيْهَا الْخُيُوطُ لِصُنْعِ الثِّيَابِ."
9284	نَسْرٌ	نسر	نسر					مذكر			مفرد	نُسُورٌ			DnN				Tn	R								ج: نُسُورٌ. (حو). : طَائِرٌ مِنْ فَصِيلَةِ النَّسْرِيَّاتِ، مِنَالكَوَاسِرِ، مِنْ رُتْبَةِ الصَّقْرِيَّاتِ، لَهُ رَأْسٌ وَعُنُقٌ عَارِيَـانِ وَمُلَوَّنَانِ، وَمِنْقَارٌ مَعْقُوفٌ مُدَبَّبٌ، وَمَخَالِبُ قَصِيرَةٌ وَجَنَاحَانِ كَبِيرَانِ، يَتَغَذَّى بِالْجِيفِ.
9294	مِنْسَفٌ	منسف	نسق					مذكر			مفرد	مَنَاسِفُ 			DnN				Tn	R								. : غِرْبَالٌ كَبِيرٌ.
9299	نُسُكٌ	نسك	نسك					مذكر			مفرد	نَسيكَةٌ 	نَسِيكَةٌ		DnN				Tn	R								". 1.""يَعِيشُ العَابِدُ في نُسُكٍ"" : في عِبَادَةٍ. 2.الأنعام آية 162 قُلْ إِنَّ صَلاَتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ (قرآن) : أَيْ كُلُّ حَقٍّ لِلَّهِ عَزَّ وَجَلَّ. 3.""قَدَّمَ نُسُكاً"" : نُسْكاً، ذَبِيحَةً.البقرة آية 196 فَفِدْيَةٌ مِنْ صِيَامٍ أَوْ صَدَقَةٍ أَوْ نُسُكٍ (قرآن)."
9305	مَنْسِمٌ	منسم	نسم					مذكر			مفرد	مَنَاسِمُ 			DnN				Tn	R								". 1.""مَنْسِمُ الْجَمَلِ"" : طَرَفُ خُفِّهِ. 2.""لَقَدِ اسْتَبَانَ الْمَنْسِمُ"" : الطَّرِيقُ. 3.""أَيْنَ مَنْسِمُكَ "" : أَيْنَ مُتَوَجَّهُكَ، مَذْهَبُكَ."
9309	نَسْنَاسٌ	نسناس	نسناس					مذكر			مفرد	نَسَانِيسُ			DnN				Tn	R								"ج: نَسَانِيسُ. (حو). 1. : نَوْعٌ مِنَ القِرَدَةِ، صَغِيرُالْجِسْمِ، طَوِيلُ الذَّنَبِ. 2.""قَطَعَ اللَّهُ نَسْنَاسَهُ"" : أَيْ أَثَرَهُ. 3.""جُوعٌ نَسْنَاسٌ"" : أَيْ جُوعٌ شَدِيدٌ."
9321	مَنْشَرٌ	منشر	نشر					مذكر			مفرد	مَنَاشِرُ 			DnN				Tn	R								". ""مَنْشَرُ الثِّيَابِ"" : مَوْضِعُ نَشْرِهَا وَنَشْفِهَا."
9337	مَنْصِبٌ	منصب	نصب					مذكر			مفرد	مَنَاصِبُ 			DnN				Tn	R								". 1.""مَنْصِبُ الْخِيَامِ"": مَكَانُ نَصْبِهَا. 2.""تَوَلَّى مَنْصِبَ مُدِيرِ الدِّيوَانِ"" : مَا يَتَوَلاَّهُ الْمُوَظَّفُ مِنْ وَظِيفَةٍ فِي جِهَازِ الدَّوْلَةِ. 3.""شَغَلَ مَنَاصِبَ مُهِمَّةً فِي حَيَاتِهِ"" : وَظَائِفَ ذَاتَ شَأْنٍ. ""مَنَاصِبُ رَفِيعَةٌ""."
