#رقم 	مشكول	غير مشكول	جذر	وزن	صنف	اصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرده المحسوب	تأنيث	تثنية	ج.مؤ.س	ج. مذ. س.	منقوص	تنوين النصب	نسب	إض. لف.	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
2787	خَفَافِيشُ	خفافيش	خفاش					مؤنث			جمع		خُفَّاشٌ														Non	
2791	خَفَرٌ	خفر	خفر					مؤنث			جمع		خَفِيرٌ						Tn									
2793	مَخَافِرُ	مخافر	خفر					مؤنث			جمع		مَخْفَرٌ														Non	
2797	أَخْلاَبٌ	أخلاب	خلب					مؤنث			جمع		خِلْبٌ						Tn									
2799	مَخَالِبُ	مخالب	خلب					مؤنث			جمع		مِخْلَبٌ														Non	
2803	خَلاَخِيلُ	خلاخيل	خلخل					مؤنث			جمع		خَلْخَالٌ														Non	
2805	خَلاَخِلُ	خلاخل	خلخل					مؤنث			جمع		خَلْخَلٌ														Non	
2807	أَخْلاَدٌ	أخلاد	خلد					مؤنث			جمع		خَلَدٌ						Tn									
2808	خُلْدٌ	خلد	خلد					مؤنث			جمع	مَنَاجِذُ مِنْ غَيْرِ لَفْظِهِ 			DnN				Tn	R			O	O	O	N		ج: مَنَاجِذُ مِنْ غَيْرِ لَفْظِهِ (حو).: حَيَوَانٌ ثَدْيِيٌّ مِنْ رُتْبَةِ القَوَارِضِ، آكِلاَتِ الحَشَرَاتِ، لَيْسَ لَهُ أُذُنَانِ فِي الظَّاهِرِ، وَلَهُ عَيْنَانِ صَغِيرَتَانِ بِقَدْرِ عُودِ الثِّقَابِ.
2809	مَنَاجِذُ	مناجذ	خلد					مؤنث			جمع												O	O	O	N	Non	
2815	أَخْلاَطٌ	أخلاط	خلط					مؤنث			جمع		خِلْطٌ						Tn									
2820	أَخْلاَفٌ	أخلاف	خلف					مؤنث			جمع		خِلْفٌ						Tn									
2821	خُلُوفٌ	خلوف	خلف					مؤنث			جمع		خِلْفٌ						Tn									
2825	خُلُفٌ	خلف	خلف					مؤنث			جمع		خَلِيفٌ						Tn									
2827	خُلُق	خلق	خلق					مؤنث			جمع		أخْلاقٌ						Tn									
2829	خِلَقٌ	خلق	خلق					مؤنث			جمع		خِلْقَةٌ						Tn									
2831	أَخْلاَقٌ	أخلاق	خلق					مؤنث			جمع		خُلُقٌ						Tn	Rp								
2833	خَلائِقُ	خلائق	خلق					مؤنث			جمع		خَلِيقَةٌ														Non	
2840	خِلاَلٌ	خلال	خلل					مؤنث			جمع		خَلَّةٌ						Tn									
2842	خُلَلٌ	خلل	خلل					مؤنث			جمع		خُلَّةٌ						Tn									
2844	خِلاَلٌ	خلال	خلل					مؤنث			جمع		خَلَّةٌ						Tn									
2845	خِلَلٌ	خلل	خلل					مؤنث			جمع		خِلَّةٌ						Tn									
2847	خِلاَلٌ	خلال	خلل					مؤنث			جمع		خَلَّةٌ						Tn									
2848	خِلَلٌ	خلل	خلل					مؤنث			جمع		خِلَّةٌ						Tn	R								"خِلَلٌ-خِلَلٌ [خ ل ل]. 1.""خِلَلُ الأَسْنَانِ"" : بَقِيَّةُ الطَّعَامِ فِيهَا. 2.""هُوَ فِي خَلَلِ القَوْمِ"": أَيْ بَيْنَهُمْ."
2852	خَلاَيَا	خلايا	خلي					مؤنث			جمع		خَلِيَّةٌ														Non	
2857	خُلُجٌ	خلج	خليج					مؤنث			جمع		خَلِيجٌ						Tn									
2862	خَمَاخِمُ	خماخم	خمخم					مؤنث			جمع		خُمْخُمٌ										O	O	O	N	Non	
2866	خُمُرٌ	خمر	خمر					مؤنث			جمع		خِمَارٌ						Tn									
2867	خُمْرٌ	خمر	خمر					مؤنث			جمع		خِمَارٌ						Tn									
2870	خُمَرٌ	خمر	خمر					مؤنث			جمع		خُمْرَةٌ						Tn									
2872	خُمُورٌ	خمور	خمر					مؤنث			جمع		خَمْرٌ						Tn									
2876	خَمَائِرُ	خمائر	خمر					مؤنث			جمع		خَمِيرٌ														Non	
2882	أَخْمَاسٌ	أخماس	خمس					مؤنث			جمع		خُمْسٌ						Tn									
2887	أَخْمَاصٌ	أخماص	خمص					مؤنث			جمع		أخمَصُ						Tn									
2893	خَمَائِلُ	خمائل	خمل					مؤنث			جمع		خَمِيلَةٌ														Non	
2901	خَنَاجِرُ	خناجر	خنجر					مؤنث			جمع		خَنْجَرٌ														Non	
2903	خَنَاجِرُ	خناجر	خنجر					مؤنث			جمع		خَنْجَرٌ														Non	
2905	خَنَادِقُ	خنادق	خندق					مؤنث			جمع		خَنْدَقٌ														Non	
2907	خَنَازِيرُ	خنازير	خنزير					مؤنث			جمع		خِنْزِيرٌ														Non	
2913	خَنَاصِرُ	خناصر	خنصر					مؤنث			جمع																Non	
2917	خُنُعٌ	خنع	خنع					مؤنث			جمع		خَنُوعٌ						Tn									
2919	خَنَائِفُ	خنائف	خنف					مؤنث			جمع		خَنِيفَةٌ														Non	
2921	خَنَافِسُ	خنافس	خنفس					مؤنث			جمع		خُنْفُسٌ														Non	
2923	خَنَافِسُ	خنافس	خنفساء					مؤنث			جمع		خُنْفُسٌ														Non	
2927	مَخَانِقُ	مخانق	خنق					مؤنث			جمع		مِخْنَقَةٌ														Non	
2932	خُوَذٌ	خوذ	خوذ					مؤنث			جمع		خُوذَةٌ						Tn									
2940	أخْوَالٌ	أخوال	خول					مؤنث			جمع		خَالٌ						Tn									
2950	خِيَارٌ	خيار	خيار					مؤنث			جمع		خَيْرٌ						Tn	R			O	O	O	N		: نَبَاتٌ مِنْ فَصِيلَةِ القَرْعِيَّاتِ يُؤكَلُ نَيِّئاً مُخَلَّلاً.
2955	خِيَارٌ	خيار	خير					مؤنث			جمع		خَيْرٌ						Tn									
2956	أَخْيَارٌ	أخيار	خير					مؤنث			جمع		خَيْرٌ						Tn									
2958	مَخَاتِيرُ	مخاتير	خير					مؤنث			جمع		مُخْتَارٌ														Non	
2960	خَيَازِرُ	خيازر	خيزران					مؤنث			جمع		خَيْزُرَانٌ										O	O	O	N	Non	
2963	خَيَاشِيمُ	خياشيم	خيش					مؤنث			جمع		خَيْشُومٌ														Non	
2967	خُيُوطٌ	خيوط	خيط					مؤنث			جمع		خَيْطٌ						Tn									
2971	أَخْيَافٌ	أخياف	خيف					مؤنث			جمع		خَيْفٌ						Tn									
2972	خُيُوفٌ	خيوف	خيف					مؤنث			جمع		خَيْفٌ						Tn									
2984	أَخْوَامٌ	أخوام	خيم					مؤنث			جمع		خَامٌ						Tn									
2988	خِيَمٌ	خيم	خيمة					مؤنث			جمع		خَيْمَةٌ						Tn									
2989	خِيَامٌ	خيام	خيمة					مؤنث			جمع		خَيْمَةٌ						Tn									
2992	دَوَاغِصُ	دواغص	داغصة					مؤنث			جمع		دَاغِصَةٌ														Non	
2994	أدْوَالٌ	أدوال	دال					مؤنث			جمع		دَالٌ						Tn									
2999	أدْبَابٌ	أدباب	دب					مؤنث			جمع		دُبٌّ						Tn									
3000	دِبَابٌ	دباب	دب					مؤنث			جمع		دُبٌّ						Tn									
3004	دَبَرٌ	دبر	دبر					مؤنث			جمع		دَبَرَةٌ						Tn									
3007	أَدْبُرٌ	أدبر	دبر					مؤنث			جمع		دِبْرٌ						Tn									
8	مَارُّون	مارون	مرر					مذكر			جمع		مَارَّةٌ						Tn									
154	مِنْحَاتٌ	منحات	نحت		اسم آلة			مذكر			جمع	مَنَاحِيتُ 			DnN				Tn	R								. : آلَةٌ حَادَّةٌ تُسْتَعْمَلُ لِلنَّحْتِ، أَوْ تُمَلَّسُ بِهَا مَادَّةٌ خَشِنَةٌ مِنْ خَشَبٍ أو جِلْدٍ أَوْ مَعْدِنٍ، أوإِزْمِيلٌ.
156	نَاظُورٌ	ناظور	نظر		اسم آلة			مذكر			جمع	نَوَاظِيرُ 			DnN				Tn	R								. : آلَةُ النَّظَرِ الْمُقَرِّبَةِ لِلْأَشْيَاءِ، مِنْظارٌ.
172	أقْدَمُونَ	أقدمون	قدم		اسم آلة			مذكر			جمع								Tn									"أقْدَمُونَ-أقْدَمُونَ [ق د م] (بصِيغَةِ الجَمْعِ). ""هَذَا ما كانَ يَعْتَقِدُهُ آبَاؤُنا الأقْدَمُونَ"" : جُدُودُنَا الأَوائِلُ.الشعراء آية 76 أنْتُمْ وَآباؤُكُم الأقْدَمونَ (قرآن)."
305	أَبْنَاءٌ	أبناء	ابن					مذكر			جمع		اِبْنٌ						Tn									
310	آباءٌ	آباء	أبو					مذكر			جمع		أَبٌ						Tn									
369	إِخْوَانٌ	إخوان	أخو					مذكر			جمع		أَخٌ						Tn	R								
440	أَسَاتِذَةٌ	أساتذة	أستاذ					مذكر			جمع		أُسْتَاذٌ						Tn									
465	أَساكِفَةٌ	أساكفة	إسكاف					مذكر			جمع		إِسْكافٌ						Tn									
559	أبَاطِرَةٌ	أباطرة	إمبراطور					مذكر			جمع		إمْبراطُورٌ						Tn									
578	أئِمَّةٌ	أئمة	أمم					مذكر			جمع		إمَامٌ						Tn									
579	أَيِمّةٌ	أيمة	أمم					مذكر			جمع		إمَامٌ						Tn									
610	أَناسِيَةٌ	أناسية	إنسان					مذكر			جمع		إِنْسانٌ						Tn									
625	آنَاءٌ	آناء	إني					مذكر			جمع		إنْيٌ						Tn									
748	أبْداءٌ	أبداء	بدأ					مذكر			جمع		بَدْءٌ						Tn									
788	بَرابِرَةٌ	برابرة	بربر					مذكر			جمع		بَرْبَرٌ						Tn									
968	بَياطِرَةٌ	بياطرة	بطر					مذكر			جمع		بَيْطارٌ						Tn									
970	بَطارِكَةٌ	بطاركة	بطريرك					مذكر			جمع		بَطْريركٌ						Tn									
1146	أبْهَاءُ	أبهاء	بهو					مذكر			جمع		بَهْوٌ														Non	
1244	تَرَاجِمَةٌ	تراجمة	ترجم					مذكر			جمع		تُرْجُمَانٌ						Tn									
1267	تِشْرِينُ	تشرين	تشرين		علم زمن			مذكر			جمع									R			O	O	N	N	Non	: الشَّهْرُ العَاشِرُ مِنَ السَّنَةِ الشَّمْسِيَّةِ، عَدَدُ أَيَّامِهِ (31) يوماً، يَلِيهِ تِشْرِينُ الثَّانِي، أَيْ أُكْتُوبَر حَسَبَ الشُّهُورِ الغَرْبِيَّةِ.
1268	تِشْرِينُ	تشرين	تشرين		علم زمن			مذكر			جمع									R			O	O	N	N	Non	: الشَّهْرُ الحَادِي عَشَرَ مِنَ السَّنَةِ الشَّمْسِيَّةِ، عَدَدُ أَيَّامِهِ (30) يوماً، يَلِيهِ شَهْرُ كَانُونَ الأَوَّلِ، أَيْ نُوفَمْبِر حَسَبَ الشُّهُورِ الغَرْبِيَّةِ.
1311	تَلاَمِذَةٌ	تلامذة	تلميذ					مذكر			جمع		تِلْميذٌ						Tn									
1313	أَتْلاءٌ	أتلاء	تلو					مذكر			جمع		تِلْوٌ						Tn									
1331	أَتْواءٌ	أتواء	تو					مذكر			جمع		تَوٌّ						Tn									
1440	أَثْناءُ	أثناء	ثني					مذكر			جمع		ثِنْيٌ														Non	
1724	جُمَانٌ	جمان	جمان					مذكر			جمع		جُمانَةٌ						Tn	R								"""يَمْلِكُ الْمُرْجَانَ وَالجُمَانَ"" : اللَّؤْلُؤَ."
1816	جَهَابِذَةُ	جهابذة	جهبذ					مذكر			جمع		جِهْبِذٌ														Non	
2054	حُرَدَاءُ	حرداء	حرد					مذكر			جمع		حَرِيدٌ														Non	
2078	حُرَفاءُ	حرفاء	حرف					مذكر			جمع		حَرِيفٌ														Non	
2227	حُفَدَاءُ	حفداء	حفد					مذكر			جمع		حَفِيدٌ														Non	
2346	أَحِلاَّءُ	أحلاء	حلل					مذكر			جمع		حَلِيلٌ														Non	
2429	أحْمَاءُ	أحماء	حمو					مذكر			جمع																Non	
2525	أَحْيَاءٌ	أحياء	حيي					مذكر			جمع		حَيٌّ						Tn									
2790	خُفَرَاءُ	خفراء	خفر					مذكر			جمع		خَفِيرٌ														Non	
2812	خُلَصَاءُ	خلصاء	خلص					مذكر			جمع		خِلْصٌ														Non	
2823	خُلَفَاءُ	خلفاء	خلف					مذكر			جمع		خَلِيفَةٌ														Non	
2934	خَوَارِنَةٌ	خوارنة	خوري					مذكر			جمع		خُورِي						Tn									
3223	دَكاتِرَةٌ	دكاترة	دكتور					مذكر			جمع		دُكْتورٌ						Tn									
3290	دُنىً	دنى	دنو					مذكر			جمع								Tn									
3299	دَهاقِنَةٌ	دهاقنة	دهقان					مذكر			جمع		دِهْقانٌ						Tn									
3300	دَهاقينُ	دهاقين	دهقان					مذكر			جمع		دِهْقانٌ														Non	
3380	دِينٌ	دين	دين		مصدر			مذكر			جمع		دينَةٌ						Tn									
3513	رُؤَسَاءُ	رؤساء	رأس					مذكر			جمع		رَئِيسٌ														Non	
3607	رَبابِنَةٌ	ربابنة	ربن					مذكر			جمع		رُبَّانٌ						Tn									
3608	رَبابينُ	ربابين	ربن					مذكر			جمع		رُبَّانٌ														Non	
4058	رُومانُ	رومان	رومان					مذكر			جمع									Rp			O	O	N	N	Non	: البِيزَنْطِيّونَ الَّذِينَ أَسَّسُوا الدَّوْلَةَ البيزَنْطِيَّةَ في القِسْمِ الشَّرْقِيِّ مِن الاِمْبَراطورِيَّةِ الرُّومانِيَّةِ.
4182	زُعْرانٌ	زعران	زعر					مذكر			جمع								Tn	R								"زُعْرانٌ-زُعْرانٌ[ز ع ر]. ""زُعْرانُ الْحَيِّ"" : أَحْداثُهُ."
4293	زَنادِقَةٌ	زنادقة	زندق					مذكر			جمع		زِنْديقٌ						Tn									
4685	سُفَرَاءُ	سفراء	سفر					مذكر			جمع		سَفِيرٌ														Non	
4713	أَساقِفَةٌ	أساقفة	سقف					مذكر			جمع		أُسْقُفٌ						Tn									
4740	سُكَّانٌ	سكان	سكن					مذكر			جمع		سَاكِن						Tn	R								". 1. ""سُكَّانُ العِمَارَةِ"" : سَاكِنُوهَا، قَاطِنُوهَا. ""السُّكَّانُ الأصْلِيُّو"
4774	سَلاَطِينُ	سلاطين	سلط					مذكر			جمع		سُلْطَانٌ														Non	
4836	سَمَاسِرَةٌ	سماسرة	سمسر					مذكر			جمع		سِمْسَارٌ						Tn									
5107	شَدَايِقَةٌ	شدايقة	شدياق					مذكر			جمع		شِدْيَاقٌ						Tn									
5284	شَقَالِبَةٌ	شقالبة	شقلب					مذكر			جمع		شَقْلَبَانٌ						Tn									
5411	شَيَاطِينُ	شياطين	شيط					مذكر			جمع		شَيْطَانٌ														Non	
5467	صِبْيَةٌ	صبية	صبو					مذكر			جمع		صَبِيٌّ						Tn									
6279	أَعْدَاءٌ	أعداء	عدو					مذكر			جمع		عَدُوٌّ						Tn									
6307	عُرْبَانٌ	عربان	عرب					مذكر			جمع								Tn	R								"عُرْبَانٌ-عُرْبَانٌ [ع ر ب]. ""هُوَ مِنَ الْعُرْبَانِ"" : مِنَ العَرَبِ."
6308	عَرَبٌ	عرب	عرب					مذكر			جمع		عَرَبِيٌّ						Tn	R								"عَرَبٌ-عَرَبٌ [ع ر ب]. ""أُمَّةُ الْعَرَبِ"" : أُمَّةٌ السَّامِيِّينَ، مَنْشَؤُهُمْ بِشِبْهِ الْجَزِيرَةِ، وَانْتَشَرُوا مِنَ الْخَلِيجِ إِلَى الْمُحِيطِ بَعْدَ الْفُتُوحَاتِ الإِسْلاَمِيَّةِ. ""بِلاَدُ الْعَرَبِ""."
6327	عِرْسَانٌ	عرسان	عرس					مذكر			جمع		عَرِيسٌ						Tn									
6589	عُقَدَاءُ	عقداء	عقد					مذكر			جمع		عَقِيدٌ										O	O	O	N	Non	
6976	غِلْمَانٌ	غلمان	غلم					مذكر			جمع		غُلاَمٌ						Tn									
6977	غِلْمَةٌ	غلمة	غلم					مذكر			جمع		غُلاَمٌ						Tn									
6978	أَغْلِمَةٌ	أغلمة	غلم					مذكر			جمع		غُلاَمٌ						Tn									
7225	فُرَقَاءُ	فرقاء	فرق					مذكر			جمع		فَرِيقٌ														Non	
7261	فَرَاعِنَةٌ	فراعنة	فرعن					مذكر			جمع		فِرْعَوْنُ						Tn									
7384	فَلاَسِفَةٌ	فلاسفة	فلسف					مذكر			جمع		فَيْلَسُوفٌ						Tn									
7643	قَرَامِطَةٌ	قرامطة	قرامطة		علم طائفة			مذكر			جمع		قِرْمِطِيٌّ						Tn	R			O	O	N	N		: فِرْقَةٌ مِنَ الفِرَقِ السِّيَاسِيَّةِ الدِّينِيَّةِ الَّتِي ظَهَرَتْ فِي القَرْنِ الثَّالِثِ، تُنْسَبُ إِلَى حَمْدَانَ قَرْمَط.كَانَ لِأَتْبَاعِهَا نُفُوذٌ فِي البَحْرَيْنِ وَاليَمَنِ، وَالْجَزِيرَةِ العَرَبِيَّةِ. وَكَانَتْ تَدْعُو إِلَى الْمُسَاوَاةِ.
7670	قَرَاصِنَةٌ	قراصنة	قرصان					مذكر			جمع		قُرْصَانٌ						Tn									
8065	قَيَاصِرَةٌ	قياصرة	قيصر					مذكر			جمع		قَيْصَرٌ						Tn									
8172	كَرَادِلَةٌ	كرادلة	كردينال					مذكر			جمع		كَرْدِينَال						Tn									
8245	أَكَاسِرَةٌ	أكاسرة	كسرى					مذكر			جمع		كِسْرَى						Tn									
8925	مَطَارِنَةٌ	مطارنة	مطران					مذكر			جمع		مَطْرَانٌ						Tn									
8926	مَطَارِينُ	مطارين	مطران					مذكر			جمع		مَطْرَانٌ														Non	
9146	نَبَّالَةٌ	نبالة	نبل					مذكر			جمع		نَبَّالٌ						Tn									
9269	نُزَلاَءُ	نزلاء	نزل					مذكر			جمع		نَزِيلٌ														Non	
9354	نَصَارَى	نصارى	نصر		علم طائفة			مذكر			جمع		نَصْرَانِيٌّ										O	O	N	N	Non	. التوبة آية 30وَقَالَتِ النَّصَارَى الْمَسِيحُ ابْنُ اللَّهِ (قرآن) : مَنْ هُمْ عَلَى دِينِ السَّيِّدِ الْمَسِيحِ عَلَيْهِ السَّلاَمُ.
9497	نُقَبَاءُ	نقباء	نقب					مذكر			جمع		نَقِيبٌ														Non	
9617	نَوَاتِيُّ	نواتي	نوت					مذكر			جمع		نُوتِيٌّ														Non	
9948	وُزَرَاءُ	وزراء	وزر					مذكر			جمع		وَزِيرٌ														Non	
10009	أَوْصِيَاءٌ	أوصياء	وصي					مذكر			جمع		وَصِيٌّ						Tn									
10116	أَوْلِيَاءُ	أولياء	ولي					مذكر			جمع		وَلِيٌّ														Non	
206	أَوْلاَدٌ	أولاد	ولد					مذكر			جمع		وَلَدٌ						Tn									
212	أَجْوَادٌ	أجواد	جود					مذكر			جمع		جَوَادٌ						Tn									
302	أَبَالِيسُ	أباليس	إبليس					مذكر			جمع		إبْلِيسُ														Non	
352	آحَادٌ	آحاد	وحد					مذكر			جمع		أّحَدٌ						Tn									
576	إِمَّعٌ	إمع	إمع					مذكر			جمع			Ta 	DnT	Pf			Tn	R								"إِمَّعٌ-إِمَّعٌ، إِمَّعَةٌ [إ م ع]. ""رَجُلٌ إِمَّعٌ أَو إِمَّعَةٌ"" : الْمُتَرَدِّدُ الَّذِي لا يَثْبُتُ على رَأيٍ، وَيُوافِقُ كُلَّ واحِدٍ على رَأْيِهِ. وَتُزادُ التَّاءُ فيهِ لِلْمُبالَغَةِ. اُغْدُ عالِماً أَوْ مُتَعَلِّماً وَلا تَكُنْ إِمَّعَةً (حديث)."
604	أُناسٌ	أناس	أنس					مذكر			جمع		إِنْسٌ						Tn									
1310	تَلاَمِيذُ	تلاميذ	تلميذ					مذكر			جمع		تِلْميذٌ							R							Non	
1647	جَوَاسِيسُ	جواسيس	جسس					مذكر			جمع		جَاسُوسٌ														Non	
1075	بَوالِيعُ	بواليع	بلع					مؤنث			جمع		بالُوعَةٌ														Non	
3008	أَدْبَارٌ	أدبار	دبر					مؤنث			جمع		دِبْرٌ						Tn									
3010	دُبُرٌ	دبر	دبر					مؤنث			جمع		دَبُورٌ						Tn									
3011	دَبَائِرُ	دبائر	دبر					مؤنث			جمع		دَبُورٌ														Non	
3013	دُبُورٌ	دبور	دبر					مؤنث			جمع		دَبْرٌ						Tn									
3015	أدْبَارٌ	أدبار	دبر					مؤنث			جمع		دُبُرٌ						Tn									
3017	دَبْرٌ	دبر	دبرة					مؤنث			جمع		دَبْرَةٌ						Tn									
3018	دِبَارٌ	دبار	دبرة					مؤنث			جمع		دَبْرَةٌ						Tn									
3023	أدْبَاشٌ	أدباش	دبش					مؤنث			جمع		دَبَشٌ						Tn	R								
3027	مَدَابِغُ	مدابغ	دبغ					مؤنث			جمع		مَدْبَغَةٌ														Non	
3031	دَبَابِيرُ	دبابير	دبور					مؤنث			جمع		دَبُّورٌ														Non	
3033	دَبَابِيسُ	دبابيس	دبوس					مؤنث			جمع		دَبُّوسٌ														Non	
3035	دُثُرٌ	دثر	دثر					مؤنث			جمع		دِثَارٌ						Tn									
3039	دَياجيرُ	دياجير	دجر					مؤنث			جمع		دَيْجورٌ														Non	
3043	دُجَنٌ	دجن	دجن					مؤنث			جمع		دُجْنَةٌ						Tn									
3051	دِحَاضٌ	دحاض	دحض					مؤنث			جمع		دَحَضٌ						Tn									
3053	دَوَاخِنُ	دواخن	دحن					مؤنث			جمع		دَاخِنَةٌ														Non	
3057	دَوَاخِلُ	دواخل	دخل					مؤنث			جمع		دَاخِلَةٌ														Non	
3064	مَدَاخِلُ	مداخل	دخل					مؤنث			جمع		مَدْخَلٌ										O	O	O	N	Non	
3069	مَدَاخِنُ	مداخن	دخن					مؤنث			جمع		مِدْخَنَةٌٌ														Non	
3073	دُرَرٌ	درر	در					مؤنث			جمع		دُرٌّ						Tn									
3075	دَرَايَا	درايا	درأ					مؤنث			جمع		دَرِيئَةٌ														Non	
3077	دَرَارِيجُ	دراريج	دراج					مؤنث			جمع		دُرَّاجٌ										O	O	O	N	Non	
3079	دَرَارِيعُ	دراريع	دراعة					مؤنث			جمع		دَرَّاعَةٌ														Non	
3088	دُرُوبٌ	دروب	درب					مؤنث			جمع		دَرْبٌ						Tn									
3089	دِرَابٌ	دراب	درب					مؤنث			جمع		دَرْبٌ						Tn									
3090	أدْرَابٌ	أدراب	درب					مؤنث			جمع		دَرْبٌ						Tn									
3092	دَرَابِيزُ	درابيز	دربوز					مؤنث			جمع		دَرْبوزٌ														Non	
3094	دَرَجَ	درج	درج					مؤنث			جمع		أَدْرَاجٌ						Tn									
3097	دَرَجٌ	درج	درج					مؤنث			جمع		دَرَجَةٌ						Tn									
3099	مَدَارِجُ	مدارج	درج					مؤنث			جمع		مَدْرَجٌ														Non	
3102	أدْرَاجٌ	أدراج	درج					مؤنث			جمع		دَرَجٌ						Tn									
3105	أدْرَاجٌ	أدراج	درج					مؤنث			جمع		دَرَجٌ						Tn									
3109	درادِرُ	درادر	دردر					مؤنث			جمع		دُرْدُرٌ														Non	
3114	دِرَرٌ	درر	درر					مؤنث			جمع		دِرَّةٌ						Tn									
3122	أدْرَاسٌ	أدراس	درس					مؤنث			جمع		دِرْسٌ						Tn									
3125	مَدَارِسُ	مدارس	درس					مؤنث			جمع		مَدْرَسَةٌ														Non	
3127	دَوَارِعُ	دوارع	درع					مؤنث			جمع		دَارِعَةٌ														Non	
3132	دَرَكٌ	درك	درك					مؤنث			جمع		دَركَةٌ						Tn				O	O	O	N		
3134	دَرَائِكُ	درائك	درك					مؤنث			جمع		دَرِيكَةٌ														Non	
3143	دَرَاهِمُ	دراهم	درهم					مؤنث			جمع		دِرْهَمٌ														Non	
3146	دَرَاوِيشُ	دراويش	دروش					مؤنث			جمع		دَرْوِيشٌ														Non	
3148	دُسُرٌ	دسر	دسار					مؤنث			جمع		دِسَارٌ						Tn									
3150	دُسُوتٌ	دسوت	دست					مؤنث			جمع		دَسْتٌ						Tn									
3152	دَسَاتِيرُ	دساتير	دستور					مؤنث			جمع		دُسْتُورٌ														Non	
3156	دَسَائِعُ	دسائع	دسيعة					مؤنث			جمع		دَسيعَةٌ														Non	
3167	أدْعَاصٌ	أدعاص	دعص					مؤنث			جمع		دَعْصٌ						Tn									
3171	دَعَائِمُ	دعائم	دعم					مؤنث			جمع		دِعَامَةٌ														Non	
3174	دُعُمٌ	دعم	دعم					مؤنث			جمع		دِعَامٌ						Tn									
3180	أدْغَالٌ	أدغال	دغل					مؤنث			جمع		دَغَلٌ						Tn									
3181	دِغَالٌ	دغال	دغل					مؤنث			جمع		دَغَلٌ						Tn									
3183	دُفُوفٌ	دفوف	دف					مؤنث			جمع		دُفٌّ						Tn									
3188	مَدَافِئُ	مدافئ	دفأ					مؤنث			جمع		مَدْفَأَةٌ														Non	
3190	مَدَافِئُ	مدافئ	دفأ					مؤنث			جمع		مَدْفَأَةٌ														Non	
3192	دَفَاتِرُ	دفاتر	دفتر					مؤنث			جمع		دَفْتَرٌ														Non	
3196	دُفَعٌ	دفع	دفع					مؤنث			جمع		دُفْعَةٌ						Tn									
3198	مَدَافِعُ	مدافع	دفع					مؤنث			جمع		مِدْفَعٌ														Non	
3203	مَدَافِنُ	مدافن	دفن					مؤنث			جمع		مَدْفِنٌ														Non	
3213	دَقائِقُ	دقائق	دقق					مؤنث			جمع		دَقيقَةٌ														Non	
3216	مَدَاقٌّ	مداق	دقق					مؤنث			جمع		مِدَقٌّ						Tn									
3226	دِكاكٌ	دكاك	دكك					مؤنث			جمع		دَكَّةٌ						Tn									
3235	أَدْلاسٌ	أدلاس	دلس					مؤنث			جمع		دَلَسٌ						Tn									
3241	مَدَالِكُ	مدالك	دلك					مؤنث			جمع		مِدْلَكٌ														Non	
3244	دَلائِلُ	دلائل	دلل					مؤنث			جمع		دَلالَةٌ														Non	
3246	دَلائِلُ	دلائل	دلل					مؤنث			جمع		دَلالَةٌ														Non	
3260	دَمْعٌ	دمع	دمع					مؤنث			جمع		دَمْعَةٌ						Tn									
3261	أَدْمُعٌ	أدمع	دمع					مؤنث			جمع		دَمْعَةٌ						Tn									
3262	دُموعٌ	دموع	دمع					مؤنث			جمع		دَمْعَةٌ						Tn									
3265	مَدَامِعُ	مدامع	دمع					مؤنث			جمع		مَدْمَعٌ														Non	
3273	دَمامِلُ	دمامل	دمل					مؤنث			جمع		دُمَلٌ														Non	
3274	دَماميلُ	دماميل	دمل					مؤنث			جمع		دُمَلٌ														Non	
3276	دَمالِجُ	دمالج	دملج					مؤنث			جمع		دُمْلُجٌ														Non	
3281	دِمَنٌ	دمن	دمنة					مؤنث			جمع		دِمْنَةٌ						Tn									
3282	دَمْنٌ	دمن	دمنة					مؤنث			جمع		دِمْنَةٌ						Tn									
3292	دُهورٌ	دهور	دهر					مؤنث			جمع		دَهْرٌ						Tn									
3302	دَهاليزُ	دهاليز	دهليز					مؤنث			جمع		دِهْليزٌ														Non	
3304	دُهْمٌ	دهم	دهم					مؤنث			جمع		دَهْماءُ						Tn									
3316	دُوحٌ	دوح	دوح					مؤنث			جمع		دَوْحَةٌ						Tn									
3320	دُودٌ	دود	دودة					مؤنث			جمع		دُودَةٌ						Tn									
3323	دُورٌ	دور	دور					مؤنث			جمع		دَارٌ						Tn									
3324	دِيَارٌ	ديار	دور					مؤنث			جمع		دَارٌ						Tn									
3327	دَوَائِرُ	دوائر	دور					مؤنث			جمع		دَائِرَةٌ														Non	
3331	دَواويرُ	دواوير	دور					مؤنث			جمع		دُوَّارٌ														Non	
3339	دَوارِقُ	دوارق	دورق					مؤنث			جمع		دَوْرَقٌ														Non	
3344	مَدَاوِسُ	مداوس	دوس					مؤنث			جمع		مِدْوَاسٌ														Non	
3347	دَالٌ	دال	دول					مؤنث			جمع		دَالَةٌ						Tn									
3349	دَوالِيبُ	دواليب	دولاب					مؤنث			جمع		دُولابٌ														Non	
3363	دَبابيجُ	دبابيج	ديباج					مؤنث			جمع		ديباجٌ														Non	
3364	دَيابيجُ	ديابيج	ديباج					مؤنث			جمع		ديباجٌ														Non	
