#رقم	مشكول	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرد	التأنيث	التثنية	ج. مؤ. س.	ج. مذ. س.	المنقوص	تنوين النصب	نسب	إض. لف.	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
944	تَابِعٌ	تابع	تبع		فاعل	تَبِعَ		مذكر			مفرد	+ون;+ات;تَوَابِعُ 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. مِنْ تَبِعَ). 1. ""هُوَ تابِعٌ لَهُ"" : مِنْ خَدَمِهِ، مِنْ حَاشِيَتِهِ. 2.""هُوَ تَابِعٌ لِصَدِيقِهِ"" : يَسِيرُ وَرَاءهُ، يَتْبَعُهُ. 3.""الصَّحَابَةُ وَالتَّابِع"
945	تَوَابِعُ	توابع	تبع		فاعل	تَبِعَ					جمع		تَابِعٌ														Non	
946	تَبَعَةٌ	تبعة	تبع		فاعل	تَبِعَ					جمع		تَابِعٌ						Tn									
947	تُبََّاعٌ	تباع	تبع		فاعل	تَبِعَ					جمع		تَابِعٌ						Tn									
5184	مُتَتَبِّعٌ	متتبع	تبع	مُتَفَعِّلٌ	فاعل	تَتَبَّعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6175	مُسْتَتْبِعٌ	مستتبع	تبع	مُسْتَفْعِلٌ	فاعل	اِسْتَتْبَعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
910	مُتَاجِرٌ	متاجر	تجر		فاعل	تَاجَرَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ تَاجَرَ). ""مُتَاجِرٌ فِي البَضَائِعِ الْمُسْتَوْرَدَةِ"" : الْمُمَارِسُ لِلْبَي"
957	تَاجِرٌ	تاجر	تجر		فاعل	تَجَرَ		مذكر			مفرد	+ات;تُجَّارٌ;تَوَاجِرُ 		Ta	DnT	Pf			Tn									"(فا. مِنْ تَجَرَ). ""تَاجِرٌ فِي الْمَوَادِّ الغِذَائِيَّةِ"" : مَنْ يَتَعَاطَى تِجَارَتَهَا. وَهُنَاكَ : ""تَاجِرٌ بِالجُمْلَةِ"" : مَنْ يَ"
958	تَوَاجِرُ	تواجر	تجر		فاعل	تَجَرَ					جمع		تَاجِرٌ														Non	
959	تُجََّارٌ	تجار	تجر		فاعل	تَجَرَ					جمع		تَاجِرٌ						Tn									
960	تَجَرَةٌ	تجرة	تجر		فاعل	تَجَرَ					جمع		تَاجِرٌ						Tn									
5202	مُتْجِرٌ	متجر	تجر	مُفْعِلٌ	فاعل	أَتْجَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5247	مُتْحِفٌ	متحف	تحف	مُفْعِلٌ	فاعل	أَتْحَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
913	مُتَاخِمٌ	متاخم	تخم		فاعل	تَاخَمَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"مُتَاخِمٌ-مُتَاخِمٌ، ةٌ [ت خ م] (فَا. مِنْ تَاخَمَ). ""بَلَدٌ مُتَاخِمٌ لِـ..."" : مُجَاوِرٌ لِـ..."
1004	مُتَرْجِمٌ	مترجم	ترجم		فاعل	تَرْجَمَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِنْ تَرْجَمَ). ""مُتَرْجِمٌ جَيِّدٌ يُحَافِظُ عَلَى نَقْلِ النَّصِّ بِأَمَانَةٍ"" : مَنْ يَنْقُلُ نَصّاً مِنْ لُغَةٍ إِلَى لُغَةٍ أُخْرَى."
4574	تَارِكٌ	تارك	ترك	فَاعِلٌ	فاعل	تَرَكَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1030	تَاسِعٌ	تاسع	تسع		فاعل	تَسَعَ		مذكر			مفرد			Ta	DnT				Tn									"تَاسِعٌ-تَاسِعٌ، ةٌ [ت س ع] (فا. مِنْ تَسَعَ). 1. : عَدَدٌ يَدُلُّ عَلَى التَّرْتِيبِ، وَيَكُونُ مَعْدُودُهُ مُذَكَّراً : ""هُوَ التَّاسِعُ فِي الفَصْلِ"" : أَيْ مَنْ كَانَتْ رُتْبَتُهُ بَيْنَ الثَّامِنِ والعَاشِرِ، وَيُعْرَبُ نَعْتاً فِي المِثَالِ التالِي : ""وَصَلَ الفَائِزُ التَّاسِعُ"" وَإِذَا لَمْ يُذْكَرْ مَعْدُودُهُ: ""وَصَلَ التَّاسِعُ"" يُعْرَبُ فَاعِلَ وَصَلَ، وَإِذَا قُلْتَ : ""كَلَّمْتُ التَّاسِعَ"" يُعْرَبُ مَفْعُولاً بِهِ، وَيُعْرَبُ حَسَبَ مَوْقِعِهِ فِي الجُمْلَةِ: ""التَّاسِ"
1031	تَوَاسِعٌ	تواسع	تسع		فاعل	تَسَعَ					جمع		تَاسِعٌ															
217	مُتْعِبٌ	متعب	تعب		فاعل	أَتْعَبَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. من أَتْعَبَ). ""عَمَلٌ مُتْعِبٌ"" : شَاقٌّ، مُرْهِقٌ."
4575	تَاعِسٌ	تاعس	تعس	فَاعِلٌ	فاعل	تَعَسَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4576	تَافِلٌ	تافل	تفل	فَاعِلٌ	فاعل	تَفَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
172	تَافِهٌ	تافه	تفه		فاعل	تَفُهَ		مذكر			مفرد	+ون;+ات;تَوَافِهُ;تَافِهَاتٌ 		Ta	DnT	Pf	Pm		Tn									". 1.""هُوَ رَجُلٌ تَافِهٌ"" : غَيْرُ مُتَّزِنٍ، قَلِيلُ العَقْلِ لاَ قِيمَةَ لأَعْمَالِهِ، حَقِيرٌ. 2.""قَدَّمَ لَهُ طَعَاماً تَافِهاً"" : لاَ طَعْمَ لَهُ. 3.""يَهْتَمُّ بِقَضَايَا تَافِهَةٍ"": لاَ قِيمَةَ لَهَا."
173	تَوَافِهُ	توافه	تفه		فاعل	تَفُهَ					جمع		تَافِهٌ														Non	
174	تُفََّاهٌ	تفاه	تفه		فاعل	تَفُهَ					جمع		تَافِهٌ						Tn									
175	تَفَهَةٌ	تفهة	تفه		فاعل	تَفُهَ					جمع		تَافِهٌ						Tn									
220	مُتْقِنٌ	متقن	تقن		فاعل	أَتْقَنَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِنْ أَتْقَنَ). ""صَانِعٌ مُتْقِنٌ لِعَمَلِهِ"" : دَقِيقٌ فِيهِ، مُدَقِّقٌ، مُجِيدٌ."
221	أَوَاثِمٌ	أواثم	ءثم		فاعل	أَثِمَ					جمع		آثِمٌ														Non	
5666	مُتَكْتِكٌ	متكتك	تكتك	مُفَعْلِلٌ	فاعل	تَكْتَكَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4577	تَالِعٌ	تالع	تلع	فَاعِلٌ	فاعل	تَلَعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5183	مُتَتَالِعٌ	متتالع	تلع	مُتَفَاعِلٌ	فاعل	تَتَالَعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
222	مُتْلِفٌ	متلف	تلف		فاعل	أَتْلَفَ		مذكر			مفرد	ج;+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِنْ أَتْلَفَ). ""مُتْلِفٌ لِكُلِّ الْمَزْرُوعَاتِ"" : الَّذِي يُتْلِفُهَا وَيُهْلِكُهَا."
5725	مُتَلْفِزٌ	متلفز	تلفز	مُفَعْلِلٌ	فاعل	تَلْفَزَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5729	مُتَلْفِنٌ	متلفن	تلفن	مُفَعْلِلٌ	فاعل	تَلْفَنَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5185	مُتَتَلْمِذٌ	متتلمذ	تلمذ	مُتَفَعْلِلٌ	فاعل	تَتَلْمَذَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5736	مُتَلْمِذٌ	متلمذ	تلمذ	مُفَعْلِلٌ	فاعل	تَلْمَذَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1134	تَالِي	تالي	تلو		فاعل	تلا		مذكر			مفرد	+ون;+ات;تَوَالٍ;التَّوَالِي 		Ta	DnT	Pf	Pm	Tk	Tn		Cv	ـو						"(فا. من تلا). 1.""اِنْتَقَلَ إِلَى الفَصْلِ التَّالِي"" : التَّابِعِ لِمَا قَبْلَهُ، 2.""لاَ بُدَّ مِنْ تَوَفُّرِ الشُّرُوطِ التَّالِيَةِ"" : الآتِيَةِ. 3.""بِالتَّالِي كَانَ عَلَيْهِ أَنْ يُرَاجِعَ حِسَابَهُ"" : مِنْ ثَمَّ، إِذاً، أَيْ بِالنَّتِيجَةِ لِمَا سَبَقَ. 4.""تَالِيَاتُ النُّجُومِ"" : أَوَاخِرُهَا. 5.""تَوَالِي الخَيْلِ وَالإِبِلِ"" : أَذْنَابُهَا وَأَرْجُلُهَا."
1135	تُلَاةٌ	تلاة	تلو		فاعل	تلا					جمع		تَالِي						Tn									
1136	تَوَالِي	توالي	تلو		فاعل	تلا					جمع		تَالِيَةُ					Tk	Tn									
1163	مُتَمْتِمٌ	متمتم	تمتم		فاعل	تَمْتَمَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ تَمْتَمَ). ""مُتَمْتِمٌ وَمُهَمْهِمٌ"" : الْمُعَجِّلُ فِي كَلاَمِهِ فَلاَ يُفْهَمُ مَا يَقُولُ."
4578	تَامِرٌ	تامر	تمر	فَاعِلٌ	فاعل	تَمَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1151	تَامٌّ	تام	تمم		فاعل	تَمَّ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"تَامٌّ-تَامٌّ، ةٌ [ت م م] (فا. من تَمَّ). 1.""كَانَ البَدْرُ تَامّاً فِي ذَلِكَ الْمَسَاءِ"" : كَامِلاً، أَي اكْتَمَلَتْ دَائِرَتُهُ. 2.""الجَوَابُ تَامٌّ"" : غَيْرُ نَاقِصٍ. 3.""وَلَدٌ تَامُّ الخِلْقَةِ"" : الْمُكْتَمِلُ."
1152	تُوََّامٌ	توام	توم		فاعل	تَوِمَ					جمع		تَاوِمٌ														Non	
1153	تُمََّامٌ	تمام	تمم		فاعل	تَمَّ					جمع		تَامِمٌ						Tn									
1154	تَمَمَةٌ	تممة	تمم		فاعل	تَمَّ					جمع		تَامِمٌ						Tn									
1172	مُتَمِّمٌ	متمم	تمم		فاعل	تَمَّمَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ تَمَّمَ). ""مُتَمِّمٌ لِلْعَمَلِ"" : مُكَمِّلٌ ..."
223	مُتَّهِمٌ	متهم	تهم،وهم		فاعل	اِتَّهَمَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِن اِتَّهَمَ). ""هُوَ الْمُتَّهِمُ الوَحِيدُ"" : الَّذِي يَتَّهِمُ غَيْرَهُ بِارْتِكَابِ جَرِيمَةٍ أَوْ ذَنْبٍ."
903	تَائِبٌ	تائب	توب		فاعل	تَابَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. مِنْ تَابَ). ""وَكَانَ مِنَ التَّائِبِينَ"" : مِنَ النَّادِمِينَ عَلَى مَا اقْتَ"
904	تَوَائِبٌ	توائب	توب		فاعل	تَابَ					جمع		تَائِبٌ														Non	
905	تُوََّابٌ	تواب	توب		فاعل	تَابَ					جمع		تَاوِبٌ						Tn									
5186	مُتَتَوِّجٌ	متتوج	توج	مُتَفَعِّلٌ	فاعل	تَتَوَّجَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5893	مُتَوِّجٌ	متوج	توج	مُفَعِّلٌ	فاعل	تَوَّجَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5187	مُتَتَوِّقٌ	متتوق	توق	مُتَفَعِّلٌ	فاعل	تَتَوَّقَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
924	تَائِهٌ	تائه	توه،تيه		فاعل	تَاهَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. مِن تَاهَ). ""وَلَدٌ تَائِهٌ"" : وَلَدٌ ضَالٌّ."
925	تَوَائِهٌ	توائه	توه،تيه		فاعل	تَاهَ					جمع		تَائِهٌ														Non	
926	تُيََّاهٌ	تياه	توه،تيه		فاعل	تَاهَ					جمع		تَايِهٌ						Tn									
5927	مُتَيِّهٌ	متيه	تيه	مُفَعِّلٌ	فاعل	تَيَّهَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
45	مُتَثَائِبٌ	متثائب	ثأب		فاعل	تَثَاءَبَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									". ""أَرَاهُ مُتَثَائِباً وَالعَيَاءُ قَدْ أَخَذَهُ أَخْذاً"" : فَاتِحاً فَمَهُ وَمُطْبِقاً إِيَّاهُ بِحَرَكَةٍ لاَ إِرَادِيَّةٍ دَلاَلَةً على الرَّغْبَةِ في النَّوْمِ."
1237	ثَائِرٌ	ثائر	ثأر،ثور		فاعل	ثَارَ		مذكر			مفرد	+ون;+ات;ثُوَّارٌ;ثَوَائِرُ 		Ta	DnT	Pf	Pm		Tn									"(فا. مِنْ ثَارَ). ‍‍‍‍‍‌1.""ثَائِرٌ علَى مَا حَلَّ بِهِ مِنْ غُبْنٍ"" : غَضْبَانُ. 2.""ثَارَ ثَائِرُهُ"" : ثَارَ غَضَبُهُ. 3.""ثَائِرٌ عَلَى قَتْلِ أخِيهِ"" : مَنْ يَبْقَى عَلَى شَيْءٍ حَتّ"
1238	ثَوَائِرُ	ثوائر	ثأر،ثور		فاعل	ثَارَ					جمع		ثَائِرٌ														Non	
1239	ثُوََّارٌ	ثوار	ثأر،ثور		فاعل	ثَارَ					جمع		ثَاوِرٌ						Tn									
1240	ثَوَرَةٌ	ثورة	ثأر،ثور		فاعل	ثَارَ					جمع		ثَائِرٌ						Tn									
1241	ثَابِتٌ	ثابت	ثبت		فاعل	ثَبَتَ		مذكر			مفرد	+ون;+ات;ثَوَابِتُ 		Ta	DnT	Pf	Pm		Tn									"(فا. مِنْ ثَبَتَ). 1.""أسَاسٌ ثَابِتٌ لاَ يَتَزَعْزَعُ"" : رَاسِخٌ، مَتِينٌ. 2.""ثَابِتٌ فِي مَوْقِفِهِ لاَ يَحِيدُ عَنْهُ"" : رَاسِخٌ، مُقيمٌ عَلَيْهِ لاَ يُغَيِّرُهُ.إبراهيم آية 24 كَلِمَةٌ طَيِّبَةٌ كَشَجَرَةٍ طَيِّبَةٍ أصْلُهَا ثَابِتٌ وَفَرْعُهَا فِي السَّمَاءِ .(قرآن). 3.""ثَابِتُ الإرَادَةِ وَالعَزْمِ"" : الْمُسْتَقِرُّ، الْمُصَمِّمُ القَصْدِ. 4.""ثَابِتُ الجَأْشِ"" : الجِرِّيءُ، الشُّجَاعُ. 5.""عَدَدٌ ثَابِـتٌ"": عَدَدٌ لاَ يَتَغَيَّرُ مِثْلَ 3 و 4. 6.""مِنَ الثَّابِتِ أنَّ الأرْضَ تَدُورُ حَوْلَ الشَّمْسِ "" : مِنَ الْمَعْلُومِ، مِنَ الْمُؤَكَّدِ وَالْمُقَرَّرِ. 7.""أَمْلا"
1242	ثَوَامِرٌ	ثوامر	ثبت		فاعل	ثَمَرَ					جمع		ثَامِرٌ														Non	
1243	ثُبََّاتٌ	ثبات	ثبت		فاعل	ثَبَتَ					جمع		ثَابِتٌ						Tn									
1244	ثَبَتَةٌ	ثبتة	ثبت		فاعل	ثَبَتَ					جمع		ثَابِتٌ						Tn									
4480	مُثَبِّتٌ	مثبت	ثبت	مُفَعِّلٌ	فاعل	ثَبَّتَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						
5188	مُتَثَبِّتٌ	متثبت	ثبت	مُتَفَعِّلٌ	فاعل	تَثَبَّتَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1236	مُثَابِرٌ	مثابر	ثبر		فاعل	ثَابَرَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ ثَابَرَ). ""مُثَابِرٌ عَلَى العَمَلِ"" : مُوَاظِبٌ، مُدَاوِمٌ عَلَيْهِ."
4579	ثَابِرٌ	ثابر	ثبر	فَاعِلٌ	فاعل	ثَبَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1245	مُثَبِّطٌ	مثبط	ثبط		فاعل	ثَبَّطَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ ثَبَّطَ). ""مُثَبِّطٌ لِلْعَزَائِمِ"" : مُحْبِطُهَا، مَنْ لاَ يُشَجِّعُ عَلَى القِيَامِ بِشَيْءٍ."
4580	ثَابِطٌ	ثابط	ثبط	فَاعِلٌ	فاعل	ثَبَطَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4581	ثَارِبٌ	ثارب	ثرب	فَاعِلٌ	فاعل	ثَرَبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
171	ثَرْثَارٌ	ثرثار	ثرثر		فاعل	ثَرْثَرَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									". ""يَاَلَهُ مِنْ حلاَّقٍ ثَرْثَارٍ !"" : كَثِيرُ الكَلاَمِ. ""فَلَمْ يَسْتَطِعْ إلاَّ أنْ يَكُونَ ثَرْثَاراً مِكْثَاراً مِهْذَاراً"".(طه حسين)."
5929	مُثَرْثِرٌ	مثرثر	ثرثر	مُفَعْلِلٌ	فاعل	ثَرْثَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4582	ثَارِدٌ	ثارد	ثرد	فَاعِلٌ	فاعل	ثَرَدَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
228	مُثْرِي	مثري	ثري		فاعل	أَثْرَى		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm	Tk	Tn									"(فَا. مِنْ أَثْرَى). ""رَجُلٌ مُثْرٍ"" : غَنِيٌّ، أَيْ مَنْ يَمْلِكُ ثَرْوَةً كَبِيرَةً."
1246	ثَاقِبٌ	ثاقب	ثقب		فاعل	ثَقِبَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"(فا. من ثَقِبَ). 1.""لَهُ رَأْيٌ ثَاقِبٌ"" : نَافِذٌ، عَمِيقٌ. 2.""ثَاقِبُ النَّظَرِ"" : حَادُّ النَّظَرِ، بَصِيرٌ، نَافِذٌ. ""نَظَرٌ ثَاقِبٌ"" "" لَهُ عَيْنَانِ ثَاقِبَتَانِ"". 3.""الثَّاقِبُ مِنَ العُقُولِ"" : الرَّاجِحُ. 4. ""هُوَ ثَاقِبُ الفِكْرِ"" : أَلْمَعِيٌّ، ذَكِيٌّ. 5.""ثَاقِبَةُ الوَرَقِ"" : آلَةٌ تَثْقُبُ الوَرَقَ."
1247	ثَوَاقِبٌ	ثواقب	ثقب		فاعل	ثَقِبَ					جمع		ثَاقِبٌ														Non	
6650	مُنْثَقِبٌ	منثقب	ثقب	مُنْفَعِلٌ	فاعل	اِنْثَقَبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1248	مُثَقِّفٌ	مثقف	ثقف		فاعل	ثَقَّفَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِنْ ثَقَّفَ). ""مُثَقِّفُ الأَجْيَالِ"" : مُهَذِّبُهَا، مُعَلِّمُهَا، مُرَبِّيهَا."
4583	ثَاقِفٌ	ثاقف	ثقف	فَاعِلٌ	فاعل	ثَقَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5189	مُتَثَقِّفٌ	متثقف	ثقف	مُتَفَعِّلٌ	فاعل	تَثَقَّفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
952	مُتَثَاقِلٌ	متثاقل	ثقل		فاعل	تَثَاقَلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من تَثَاقَلَ). ""سَعَى إِلَيْهِ بِخَطَوَاتٍ مُتَثَاقِلَةٍ"" : أَيْ مُتَبَاطِئَةٍ."
6176	مُسْتَثْقِلٌ	مستثقل	ثقل	مُسْتَفْعِلٌ	فاعل	اِسْتَثْقَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
41	ثَاكِلٌ	ثاكل	ثكل		فاعل	ثَكِلَ		مذكر			مفرد	+ون;+ات;ثَوَاكِلُ 		Ta	DnT	Pf	Pm		Tn									". يَسْتَوِي فِيهِ الْمُذَكَّرُ وَالْمُؤَنَّثُ. ""رَجُلٌ ثَاكِلٌ"" : مَنْ فَقَدَ وَلَدَهُ. ""اِمْرَأةٌ ثَاكِلٌ"" ""لَوْ تَفَكَّرَ الأَبُ الثَّاكِلُ أنَّ ثَكْلَهُ جَزَاءُ ذَنْبٍ اِقْتَرَفَهُ"".(ن. محفوظ). "
42	ثَوَاكِلُ	ثواكل	ثكل		فاعل	ثَكِلَ					جمع		ثَاكِلٌ														Non	
43	ثُكََّالٌ	ثكال	ثكل		فاعل	ثَكِلَ					جمع		ثَاكِلٌ						Tn									
44	ثَكَلَةٌ	ثكلة	ثكل		فاعل	ثَكِلَ					جمع		ثَاكِلٌ						Tn									
4584	ثَالِبٌ	ثالب	ثلب	فَاعِلٌ	فاعل	ثَلَبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1249	ثَالِثٌ	ثالث	ثلث		فاعل	ثَلَثَ		مذكر			مفرد			Ta	DnT				Tn									"ثَالِثٌ-ثَالِثٌ، ةٌ [ث ل ث] (فَا. مِنْ ثَلَثَ). 1.عَدَدٌ يَدُلُّ عَلَى التَّرْتِيبِ، وَيَكُونُ مَعْدُودُهُ مُذَكَّراً : ""هُوَ الثَّالِثُ فِي الفَصْلِ"" : أيْ مَنْ كَانَتْ رُتْبَتُهُ بَيْنَ الثَّانِي وَالرَّابِعِ، وَيُعْرَبُ نَعْتاً فِي المِثَالِ التَّالي: ""وَصَلَ الفَائِزُ الثَّالِثُ"". وَإذَا لَمْ يُذْكَرْ مَعْدُودُهُ: ""وَصَلَ الثَّالِثُ"" فَيُعْرَبُ فاعل وَصَلَ، وَإِذا قُلْتُ : ""كَلَّمْتُ الثَّالِثَ"" : يُعْرَبُ مَفْعُولاً بِهِ، وَهَكذَا يُعْرَبُ حَسَبَ مَوْقِعِهِ فِي الجُمْلَةِ. ""كَانَ الثَّالِثَ مِنْ بَيْنِ الْمُتَسَابِقِينَ"" ""الجُزْءُ الثَّالِثُ"". وَفِي حَالَةِ الثَّأْن"
1250	ثَوَالِثٌ	ثوالث	ثلث		فاعل	ثَلَثَ					جمع		ثَالِثٌ															
5930	مُثْلِثٌ	مثلث	ثلث	مُفْعِلٌ	فاعل	أَثْلَثَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
229	مُثْلِجٌ	مثلج	ثلج		فاعل	أَثْلَجَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ أَثْلَجَ). ""جَوٌّ مُثْلِجٌ"" : فِيهِ ثَلْجٌ."
1251	مُثَلِّجٌ	مثلج	ثلج		فاعل	ثَلَّجَ		مذكر			مفرد	+ات		Ta	DnT	Pf			Tn									"(فَا. مِنْ ثَلَّجَ). ""جِهَازٌ مُثَلِّجٌ"" : أَيْ يُحَوِّلُ الْمَوَادَّ إِلَى ثَلْجٍ. ""مُثَلِّجَةُ الثّ"
4585	ثَالِجٌ	ثالج	ثلج	فَاعِلٌ	فاعل	ثَلَجَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5190	مُتَثَلِّجٌ	متثلج	ثلج	مُتَفَعِّلٌ	فاعل	تَثَلَّجَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
234	مُثْمِرٌ	مثمر	ثمر		فاعل	أَثْمَرَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ أَثْمَرَ). 1.""شَجَرٌ مُثْمِرٌ"" : يُعْطِي ثَمَراً. 2."
357	مُسْتَثْمِرٌ	مستثمر	ثمر		فاعل	اِسْتَثْمَرَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِن اِسْتَثْمَرَ). ""مُسْتَثْمِرٌ لِأَمْوَالِهِ"" : مَنْ يَعْمَلُ عَلَى اسْتِث"
1252	ثَامِرٌ	ثامر	ثمر		فاعل	ثَمَرَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"ثَامِرٌ-ثَامِرٌ، ةٌ [ث م ر] (فَا. مِنْ ثَمَرَ). ""شَجَرٌ ثَامِرٌ"" : شَجَرٌ طَلَعَ ثَمَرُهُ."
1253	ثَوَانِي	ثواني	ثني		فاعل	ثَنَى					جمع		ثَانِيَةٌ					Tk	Tn									
4586	ثَامِلٌ	ثامل	ثمل	فَاعِلٌ	فاعل	ثَمَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1254	مُثَمِّنٌ	مثمن	ثمن		فاعل	ثَمَّنَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِنْ ثَمَّنَ). 1.""مُثَمِّنٌ لِلسِّلْعَةِ"" : مُقَدِّرٌ لَهَا"
1255	وَاحد	واحد	وحد		فاعل	وَحَدَ		مذكر			مفرد			Ta	DnT				Tn									
1256	رَابع	رابع	ربع		فاعل	رَبَعَ		مذكر			مفرد			Ta	DnT				Tn									
1257	رَوَابِعٌ	روابع	ربع		فاعل	رَبَعَ					جمع		رَابِعٌ															
1258	خَامس	خامس	خمس		فاعل	خَمَسَ		مذكر			مفرد			Ta	DnT				Tn									
1259	خَوَامِسٌ	خوامس	خمس		فاعل						جمع		خَامِسٌ															
1260	سَادس	سادس	سدس		فاعل			مذكر			مفرد			Ta	DnT				Tn									
1261	سَوَادِسٌ	سوادس	سدس		فاعل						جمع		سَادِسٌ															
1262	سَابع	سابع	سبع		فاعل			مذكر			مفرد			Ta	DnT				Tn									
1263	سَوَابِعٌ	سوابع	سوع		فاعل						جمع		سَابِعٌ															
