#رقم	مشكول	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرد	التأنيث	التثنية	ج. مؤ. س.	ج. مذ. س.	المنقوص	تنوين النصب	نسب	إض. لف.	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
2961	غَابِرٌ	غابر	غبر		فاعل	غَبَرَ		مذكر			مفرد	ون;ات;غُبَّرٌ 		Ta	DnT	Pf	Pm		Tn									"(فا. من غَبَرَ). 1.""يُحْكَى فِي الزَّمَنِ الغَابِرِ"" : فِي الزَّمَنِ الْمَاضِي. 2.""عَدَدُ الَّذِينَ هَاجَرُوا أَكْثَرُ مِنْ عَدَدِ الغَابِرِينَ"" : البَاقِينَ.الأعراف آية 83فَأَنْجَيْنَاهُ وَأَهْلَهُ إِلاَّ امْرَأَتَهُ كَانَتْ مِنَ الغَابِرِينَ (قرآن). 3.""غُبَّرُ الشَّيْءِ"": بَقِيَّتُهُ."
2962	غُبَّرٌ	غبر	غبر								جمع		غَابِرٌ						Tn									
2963	غَوَابِرٌ	غوابر	غبر								جمع		غَابِرٌ														Non	
2964	غُبََّارٌ	غبار	غبر								جمع		غَابِرٌ						Tn									
2965	غَبَرَةٌ	غبرة	غبر								جمع		غَابِرٌ						Tn									
6434	مُغْبِرٌ	مغبر	غبر	مُفْعِلٌ	فاعل	أَغْبَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
537	مُغْتَبِطٌ	مغتبط	غبط		فاعل	اِغْتَبَطَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِن اِغْتَبَطَ). ""مُغْتَبِطٌ بِمَا حَقَّقَ مِنْ إِنْجَازَاتٍ"" : فَرِحٌ، مَسْرُورٌ."
5547	مُتَغَابِطٌ	متغابط	غبط	مُتَفَاعِلٌ	فاعل	تَغَابَطَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5548	مُتَغَابِنٌ	متغابن	غبن	مُتَفَاعِلٌ	فاعل	تَغَابَنَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
2959	غَادِرٌ	غادر	غدر		فاعل	غَدَرَ		مذكر			مفرد	ون;ات;غُدَّارٌ 		Ta	DnT	Pf	Pm		Tn									"(فا. من غَدَرَ). ""رَجُلٌ غَادِرٌ"" : خَادِعٌ، خَدَّاعٌ، خَائِنٌ، غَشَّاشٌ. ""اِمْرَأَةٌ غَادِرَةٌ"" ""اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ سُلْطَانٍ جَائِرٍ وَصَدِيقٍ غَادِرٍ"" (التوحيدي)."
6431	مُغَادِرٌ	مغادر	غدر	مُفَاعِلٌ	فاعل	غَادَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4958	غَادِقٌ	غادق	غدق	فَاعِلٌ	فاعل	غَدَقَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
2966	غَادِي	غادي	غدو		فاعل	غَدَا		مذكر			مفرد	ون;+ات 		Ta	DnT	Pf	Pm	Tk	Tn									"(فا. من غَدَا). ""غَادٍ إِلَى بَيْتِهِ"" : ذَاهِبٌ إِلَيْهِ وَقْتَ الغَدَاةِ. ""كُنَّا نَرَى النَّاسَ غَادِينَ رَائِحِينَ"".غَالِطٌ-غَالِطٌ "
2967	غُدَاةٌ	غداة	غدو								جمع		غَادِي						Tn									
2968	غَوَادِي	غوادي	غدو								جمع		غَادِيَةٌ					Tk	Tn									
2969	غَرَزَةٌ	غرزة	غدو								جمع		غَارِزٌ						Tn									
2970	غُدََّارٌ	غدار	غدو								جمع		غَادِرٌ						Tn									
2971	غَوَادِرٌ	غوادر	غدو								جمع		غَادِرٌ														Non	
2972	غَدَرَةٌ	غدرة	غدو								جمع		غَادِرٌ						Tn									
2973	مُغَذِّي	مغذي	غذي		فاعل	غَذَّى		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm	Tk	Tn		Cv	ـو						"مُغَذٍّ-مُغَذٍّ، الْمُغَذِّي، ةٌ [غ ذ ي] (فَا. مِن غَذَّى). ""طَعَامٌ مُغَذٍّ"" : طَعَامٌ تَوَافَرَتْ فِيهِ شُرُوطُ الغِذَاءِ، أَيْ مُنْعِشٌ."
75	غَارِبٌ	غارب	غرب		فاعل			مذكر			مفرد	+ات;غَوَارِبُ 		Ta	DnT	Pf			Tn									". 1.""اِمْتَطَى غَارِبَ الْجَوَادِ"" : حارِكَهُ، أَعْلَى ظَهْرِهِ. 2.""غَارِبُ الْجَمَلِ"" : سَنَامُهُ. 3.""أَلْقَى الْحَبْلَ عَلَى الغَارِبِ"" : تَرَكَ لَهُ حُرِّيَّةَ التَّصَرُّفِ كَيْفَمَا يَشَاءُ. 4.""غَوَارِبُ الْمَاءِ"" : أَعَالِي مَوْجِهِ."
76	غَوَارِبُ	غوارب	غرب		فاعل						جمع		غَارِبٌ														Non	
538	مُغْتَرِبٌ	مغترب	غرب		فاعل	اِغْتَرَبَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِن اِغْتَرَبَ). ""مُغْتَرِبٌ عَنْ بَلَدِهِ"" : النَّازِحُ عَنْهُ."
5552	مُتَغَرِّبٌ	متغرب	غرب	مُتَفَعِّلٌ	فاعل	تَغَرَّبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6228	مُسْتَغْرِبٌ	مستغرب	غرب	مُسْتَفْعِلٌ	فاعل	اِسْتَغْرَبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6439	مُغْرِبٌ	مغرب	غرب	مُفْعِلٌ	فاعل	أَغْرَبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
2974	مُغَرْبِلٌ	مغربل	غربل		فاعل	غَرْبَلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِن غَرْبَلَ). ""مُغَرْبِلُ الحُبُوبِ"" : مَنْ يُغَرْبِلُ بِالغِرْبالِ. ""ولاَ تَأْتِي الغَرْبَلَةُ جَيِّدَةً إِلاَ إِذَا كَانَ غِرْباَلُ مُغَرْبِلِ الْحُبُوبِ آيةً مِنَ الدِّقَةِ"" ""الطَّبِيعَةُ أَكْبَرُ مُغَرْبِلٍ"". (ميخائيل نعيمة)."
2975	مُغَرِّدٌ	مغرد	غرد		فاعل	غَرَّدَ		مذكر			مفرد	ون;ات  		Ta	DnT	Pf	Pm		Tn									"(فَا. مِن غَرَّدَ). 1.""طَائِرٌ مُغَرِّدٌ"" : رَافِعٌ صَوْتَهٌ بِالغِنَاءِ. 2.""مُغَرِّدٌ خَارِجَ سِرْبِهِ"" : أَيْ مُخْتَلِفٌ عَمَّا يُحِيطُ بِهِ."
5553	مُتَغَرِّدٌ	متغرد	غرد	مُتَفَعِّلٌ	فاعل	تَغَرَّدَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6440	مُغَرِّرٌ	مغرر	غرر	مُفَعِّلٌ	فاعل	غَرَّرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
2976	غَارِزٌ	غارز	غرز		فاعل	غَرَزَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						غَارِزٌ-غَارِزٌ، ةٌ [غ ر ز] (فا. من غَرَزَ). : ج
2977	غَوَارِزٌ	غوارز	غرز								جمع		غَارِزٌ														Non	
2978	غُرََّازٌ	غراز	غرز								جمع		غَارِزٌ						Tn									
2979	غَوَاسِقٌ	غواسق	غرز								جمع		غَاسِقٌ														Non	
6709	مُنْغَرِزٌ	منغرز	غرز	مُنْفَعِلٌ	فاعل	اِنْغَرَزَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4959	غَارِسٌ	غارس	غرس	فَاعِلٌ	فاعل	غَرَسَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6710	مُنْغَرِسٌ	منغرس	غرس	مُنْفَعِلٌ	فاعل	اِنْغَرَسَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
543	مُغْرِضٌ	مغرض	غرض		فاعل	أَغْرَضَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ أَغْرَضَ). ""مُغْرِضٌ فِي قَوْلِهِ"" : جَاعِلٌ لِقَوْلِهِ غَرَضا"
4960	غَارِضٌ	غارض	غرض	فَاعِلٌ	فاعل	غَرَضَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5554	مُتَغَرْغِرٌ	متغرغر	غرغر	مُتَفَعْلِلٌ	فاعل	تَغَرْغَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4961	غَارِفٌ	غارف	غرف	فَاعِلٌ	فاعل	غَرَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6435	مُغْتَرِفٌ	مغترف	غرف	مُفْتَعِلٌ	فاعل	اِغْتَرَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
389	مُسْتَغْرِقٌ	مستغرق	غرق		فاعل	اِسْتَغْرَقَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِن اِسْتَغْرَقَ). ""مُسْتَغْرِقٌ فِي تَفْكِيرٍ عَمِيقٍ"" : مَأْخُوذٌ كُلِّيَّةً فِيهِ. ""مُسْتَغْرِقٌ فِي تَأَمُّلاَتِهِ""."
2980	غَارِقٌ	غارق	غرق		فاعل	غَرَقَ		مذكر			مفرد	+ون;+ات;غَرْقَى 		Ta	DnT	Pf	Pm		Tn									"(فا. من غَرَقَ). 1.""غَارِقٌ فِي الْمَاءِ"" : رَاسِبٌ فِيهِ، غَرِيقٌ. 2.""وَجَدَهُ غَارِقاً فِي الْمَشَاكِلِ إِلَى أَخْمَصِ قَدَمَيْهِ"" : غَائِصٌ فِيهَا"
2981	غَرْقَى	غرقى	غرق								جمع		غَارِقٌ														Non	
2982	غَوَارِقٌ	غوارق	غرق								جمع		غَارِقٌ														Non	
2983	غُرََّاقٌ	غراق	غرق								جمع		غَارِقٌ						Tn									
2984	غَرَقَةٌ	غرقة	غرق								جمع		غَارِقٌ						Tn									
6441	مُغْرِقٌ	مغرق	غرق	مُفْعِلٌ	فاعل	أَغْرَقَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4962	غَارِمٌ	غارم	غرم	فَاعِلٌ	فاعل	غَرِمَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
544	مُغْرِي	مغري	غرو		فاعل	أَغْرَى		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm	Tk	Tn		Cv	ـو						"(فَا. مِن أَغْرَى). 1. ""اِمْرَأَةٌ مُغْرِيَةٌ"" : فَاتِنَةٌ بِمَفَاتِنِهَا. 2. ""عَمَلٌ مُغْرٍ"": مُثِيرٌ. 3. ""ثَمَنٌ مُغْرٍ"" : مُنَاسِبٌ جِدّاً."
4963	غَازِلٌ	غازل	غزل	فَاعِلٌ	فاعل	غَزَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5549	مُتَغَازِلٌ	متغازل	غزل	مُتَفَاعِلٌ	فاعل	تَغَازَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5555	مُتَغَزِّلٌ	متغزل	غزل	مُتَفَعِّلٌ	فاعل	تَغَزَّلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6432	مُغَازِلٌ	مغازل	غزل	مُفَاعِلٌ	فاعل	غَازَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
2985	غَازِي	غازي	غزو		فاعل	غَزَا		مذكر			مفرد	+ون;+ات;غُزَاةٌ 		Ta	DnT	Pf	Pm	Tk	Tn		Cv	ـو						"(فا. من غَزَا). ""جَاءَ غَازِياً"" : مُحَارِباً، مُقَاتِلاً."
2986	غُزَاةٌ	غزاة	غزو								جمع		غَازِي						Tn									
2987	غَوَازِي	غوازي	غزو								جمع		غَازِيَةٌ					Tk	Tn									
2988	غَاسِقٌ	غاسق	غسق		فاعل	غَسَقَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"غَاسِقٌ-غَاسِقٌ، ةٌ [غ س ق] (فا. من غَسَقَ). 1.""لَيْلٌ غَاسِقٌ"": لَيْلٌ اشْتَدَّتْ ظُلْمَتُهُ. 2.""جَرَى دَ"
2989	غُوََّاصٌ	غواص	غسق								جمع		غَاوِصٌ														Non	
539	مُغْتَسِلٌ	مغتسل	غسل		فاعل	اِغْتَسَلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِن اِغْتَسَلَ). ""نَامَ عَلَى فِرَاشِ"
4508	مُغَسِّلٌ	مغسل	غسل	مُفَعِّلٌ		غَسَّلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						
4964	غَاسِلٌ	غاسل	غسل	فَاعِلٌ	فاعل	غَسَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6711	مُنْغَسِلٌ	منغسل	غسل	مُنْفَعِلٌ	فاعل	اِنْغَسَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
2990	غَاشٌّ	غاش	غشش		فاعل	غَشَّ		مذكر			مفرد	+ون;+ات;غَشَشَةٌ;غُشَّاشٌ 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. من غَشَّ). ""رَجُلٌ غَاشٌّ"" : يَخْدَعُ النَّاسَ، خَدَّاعٌ، مُخَادِعٌ، مُرَاوِغٌ."
2991	غَشَشَةٌ	غششة	غشش								جمع		غَاشٌِّ						Tn									
2992	غُشََّاشٌ	غشاش	غشش								جمع		غَاشٌِّ						Tn									
2993	غُوََّاشٌ	غواش	غشش								جمع		غَاوِشٌ														Non	
2994	غَاشِمٌ	غاشم	غشم		فاعل	غَشَمَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من غَشَمَ). ""رَجُلٌ غَاشِمٌ"" : ظَالِ"
2995	غَوَامِشٌ	غوامش	غشم								جمع		غَامِشٌ														Non	
2996	غُمََّاشٌ	غماش	غشم								جمع		غَامِشٌ						Tn									
2997	غَمَشَةٌ	غمشة	غشم								جمع		غَامِشٌ						Tn									
540	مُغْتَصِبٌ	مغتصب	غصب		فاعل	اِغْتَصَبَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِن اِغْتَصَبَ). ""مُغْتَصِبٌ أَمْوَالَ غَيْرِهِ"" : مُسْتَوْلٍ عَلَيْهَا قَهْراً وغَصْباً."
2999	غَاصِبٌ	غاصب	غصب		فاعل	غَصَبَ		مذكر			مفرد	;+ون;+ات;غُصَّابٌ 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. من غَصَبَ). ""غَاصِبٌ لِحُقُوقِ غَيْرِهِ"" : يَأ"
3000	غُصََّابٌ	غصاب	غصب								جمع		غَاصِبٌ						Tn									
3001	غَوَاصِبٌ	غواصب	غصب								جمع		غَاصِبٌ														Non	
3002	غَصَبَةٌ	غصبة	غصب								جمع		غَاصِبٌ						Tn									
2998	غَاصٌّ	غاص	غصص		فاعل	غَصَّ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"غَاصٌّ، ةٌ - [غ ص ص]. (فا. من غَصَّ). ""مَلْعَبٌ غَاصٌّ باِلنَّاسِ"" : مَلِيءٌ. ""قَاعَةٌ غَاصَّةٌ بِالْجُمْهُورِ"""
4965	غَاصِنٌ	غاصن	غصن	فَاعِلٌ	فاعل	غَصَنَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6442	مُغْصِنٌ	مغصن	غصن	مُفْعِلٌ	فاعل	أَغْصَنَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
3003	غَاضِبٌ	غاضب	غضب		فاعل	غَضِبَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من غَضِبَ). ""غَاضِبٌ لِمَا اقْتَرَفَهُ مِنْ آثَامٍ"" : سَاخِطٌ. ""هَلْ هُوَ رَاضٍ أَوْ غَاضِبٌ ""."
3004	غَوَاضِبٌ	غواضب	غضب								جمع		غَاضِبٌ														Non	
3005	غُضََّابٌ	غضاب	غضب								جمع		غَاضِبٌ						Tn									
3006	غَضَبَةٌ	غضبة	غضب								جمع		غَاضِبٌ						Tn									
5556	مُتَغَضِّبٌ	متغضب	غضب	مُتَفَعِّلٌ	فاعل	تَغَضَّبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1094	مُتَغَضِّنٌ	متغضن	غضن		فاعل	تَغَضَّنَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"مُتَغَضِّنٌ-مُتَغَضِّنٌ [غ ض ن] (فَا. مِنْ تَغَضَّنَ). ""وَجْهٌ مُتَغَضِّنٌ"": مُتَجَعِّدٌ."
1095	مُتَغَطْرِسٌ	متغطرس	غطرس		فاعل	تَغَطْرَسَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من تَغَطْرَسَ). ""مُتَغَطْرِسٌ عَلى زُمَل"
